FECHA,HORA,L蚇EA,MOTIVO,DURACION
6/8/2019,19:38:04,D,Servicio con demora,00:12:04
24/6/2019,13:24:02,D,Servicio limitado entre Catedral y J.Hernandez,00:12:02
19/7/2019,20:58:02,D,Con demora por procedimiento policial,00:12:00
11/4/2019,12:46:03,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:12:00
5/6/2019,16:50:02,D,Servicios limitados: Catedral-Aguero y Palermo-Congreso de Tucuman,00:12:00
21/5/2019,08:18:09,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:12:00
26/3/2019,20:58:11,D,Servicio con demora debido a un problematecnico en una formacion,00:11:58
2/12/2019,08:48:09,D,Servicio limitado entre las estaciones Catedral y Plaza Italia,00:11:55
12/3/2019,13:16:13,D,Servicios limitados: Catedral-Aguero y Palermo-Congreso de Tucuman,00:11:51
12/7/2019,22:44:04,D,Servicio con demora,00:10:05
5/7/2019,00:00:10,D,Servicio con demora,00:10:04
10/7/2019,20:52:06,D,Servicio con demora,00:10:04
6/8/2019,19:12:04,D,Servicio limitado entre Catedral y Aguero,00:10:04
31/5/2019,14:06:05,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:10:03
5/6/2019,17:08:02,D,Servicio con demora,00:10:02
30/7/2019,19:00:02,D,Servicio con demora,00:10:01
26/1/2019,15:56:03,D,Servicio con demora debido a un problematecnico,00:09:59
12/3/2019,13:04:10,D,Servicio limitado entre Catedral y Aguero,00:09:59
7/6/2019,18:22:05,D,Servicio limitado entre Catedral y Carranza,00:09:59
20/2/2019,18:04:04,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:09:59
14/6/2019,20:22:05,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:09:58
29/4/2019,17:46:08,D,Servicio con demora,00:09:54
18/6/2019,20:14:08,D,Servicio con demora debido a un problematecnico en una formacion,00:09:54
19/9/2019,22:12:11,D,Los trenes no se detienen en Callao,00:09:53
2/9/2019,10:28:11,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:09:52
4/7/2019,16:52:02,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:08:11
6/8/2019,19:24:03,D,Servicios limitados: Catedral-Aguero y Palermo-Congreso de Tucuman,00:08:05
3/11/2019,02:30:10,D,Servicio con demora,00:08:04
22/3/2019,22:00:03,D,Servicio limitado entre Catedral Y Plaza Italia,00:08:04
4/7/2019,17:08:02,D,Servicio con demora,00:08:02
12/7/2019,22:26:02,D,Servicio limitado entre Congreso de Tucuman y Palermo,00:08:01
20/2/2019,12:28:04,D,Servicio con demora debido a un problematecnico en una formacion,00:08:00
18/9/2019,16:24:02,D,Servicio limitado entre las estaciones Catedral y Carranza,00:08:00
7/5/2019,13:06:04,D,Servicio con demora,00:07:59
30/5/2019,12:24:11,D,Servicio con demora debido a un problematecnico en una formacion,00:07:59
16/1/2019,21:50:05,D,Servicio con demora debido a un problematecnico en una formacion,00:07:59
26/9/2019,11:50:05,D,Servicio con demora debido a un problematecnico en una formacion,00:07:58
21/7/2019,22:18:05,D,Los trenes no se detienen en la estacion Scalabrini Ortiz,00:07:57
10/4/2019,22:40:12,D,Servicio con demora debido a un problematecnico,00:07:57
2/7/2019,16:30:13,D,Servicio con demora debido a un problematecnico en una formacion,00:07:57
28/7/2019,11:16:05,D,Servicio limitado entre Catedral y Carranza,00:07:57
25/3/2019,21:26:08,D,Servicio con demora debido a un problematecnico en una formacion,00:07:56
18/9/2019,16:36:08,D,Servicio con demora,00:07:54
26/11/2019,22:16:18,D,Servicio con demora,00:07:53
23/5/2019,11:02:09,D,Servicio limitado entre Catedral y Aguero,00:07:53
6/9/2019,16:04:11,D,Interrumpida por medida de fuerza gremial,00:07:51
4/11/2019,14:22:03,D,Trenes no se detienen en estacion  Scalabrini Ortiz con destino a Congreso de Tucuman,00:06:13
4/11/2019,14:14:06,D,Los trenes no se detienen en la estacion Scalabrini Ortiz,00:06:12
22/3/2019,20:50:05,D,Servicio con demora debido a un problematecnico en una formacion,00:06:10
3/5/2019,13:52:02,D,Servicio con demora,00:06:07
1/4/2019,12:16:04,D,Servicio con demora debido a un problematecnico en una formacion,00:06:05
27/3/2019,19:50:14,D,Los trenes no se detienen en la estacion Scalabrini Ortiz,00:06:02
12/4/2019,21:02:03,D,Servicio con demora debido a un problematecnico,00:06:00
10/5/2019,18:22:03,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:06:00
9/12/2019,17:58:10,D,Servicio limitado entre las estaciones Congreso de Tucuman y Pueyrredon,00:06:00
30/7/2019,18:50:14,D,Servicio limitado entre Catedral Y Plaza Italia,00:05:58
16/5/2019,09:46:03,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:05:58
16/5/2019,09:58:08,D,Servicio con demora,00:05:54
14/3/2019,19:38:09,D,Servicio con demora debido a un problematecnico,00:05:54
4/9/2019,12:08:09,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:05:53
10/4/2019,16:22:14,D,Servicio con demora,00:05:51
8/9/2019,11:10:14,D,Servicio limitado entre Catedral y Carranza,00:05:49
12/8/2019,21:32:02,D,Servicio con demora debido a un problematecnico en una formacion,00:04:10
26/11/2019,22:08:04,D,Servicio limitado entre las estaciones Congreso de Tucuman y Scalabrini Ortiz,00:04:09
29/8/2019,00:04:02,D,Interrumpida por medida de fuerza gremial,00:04:06
1/4/2019,12:24:03,D,Servicio con demora,00:04:06
24/6/2019,22:06:04,D,Servicio con demora debido a un problematecnico en una formacion,00:04:06
26/11/2019,22:02:12,D,Servicio con demora por procedimiento policial.,00:04:05
15/2/2019,01:26:02,D,Servicio con demora,00:04:04
12/7/2019,22:36:04,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:04:04
23/1/2019,21:20:07,D,Servicio con demora debido a un problematecnico en una formacion,00:04:01
3/3/2019,17:38:05,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:04:00
21/8/2019,23:40:03,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:03:59
31/5/2019,21:40:05,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:03:58
4/11/2019,18:46:06,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:03:57
26/7/2019,21:12:08,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:03:54
15/7/2019,19:50:12,D,Servicio limitado entre Catedral-Aguero y Congreso de Tucuman- Scalabrini Ortiz,00:03:51
14/8/2019,08:36:02,D,Interrumpida por medida de fuerza gremial,00:02:09
2/5/2019,22:22:02,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:02:07
18/9/2019,16:20:02,D,Servicio con demora debido a un problematecnico en una formacion,00:02:07
7/6/2019,18:18:02,D,Servicio con demora debido a un problematecnico en una formacion,00:02:07
12/3/2019,12:10:02,D,Servicio con demora,00:02:06
2/12/2019,09:06:05,D,Servicio con demora,00:02:05
16/1/2019,21:46:04,D,Servicio con demora,00:02:04
14/6/2019,20:36:02,D,Servicio con demora,00:02:02
29/10/2019,17:18:13,D,Servicio limitado entre las estaciones Congreso de Tucuman y 9 de Julio,00:02:02
11/3/2019,20:34:08,D,Servicio con demora,00:02:01
6/8/2019,19:08:02,D,Servicio con demora debido a un problematecnico en una formacion,00:02:01
26/7/2019,21:08:10,D,Servicio con demora debido a un problematecnico en una formacion,00:02:01
21/8/2019,23:36:02,D,Servicio con demora debido a un problematecnico en una formacion,00:02:01
12/7/2019,22:22:09,D,Servicio con demora,00:01:58
21/10/2019,16:50:07,D,Servicio limitado entre Catedral y J. Hernandez por arrollamiento de persona,00:01:55
7/5/2019,12:40:07,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:01:55
7/1/2019,11:46:09,D,Servicio limitado entre Catedral y J.Hernandez,00:01:54
5/6/2019,16:46:10,D,Servicio limitado entre Catedral y Aguero,00:01:52
24/6/2019,22:12:10,D,Servicio limitado entre Catedral y Aguero,00:01:52
10/6/2019,21:44:11,D,Servicio limitado entre Catedral-Aguero y Congreso de Tucuman- Scalabrini Ortiz,00:01:52
3/5/2019,13:44:10,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:01:52
29/10/2019,17:14:12,D,Servicio con demora debido a un problematecnico en una formacion,00:01:50
23/8/2019,17:32:12,D,Servicio limitado entre Catedral y Carranza,00:01:50
4/11/2019,18:52:15,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:01:48
30/4/2019,08:42:09,E,Servicio interrumpido por medida de fuerza gremial,42:11:53
29/5/2019,09:24:11,E,Servicio interrumpido por medida de fuerza gremial,19:33:52
11/5/2019,08:56:02,E,Sin servicio por obras vinculadas con su extension.,18:40:02
18/5/2019,09:04:07,E,Sin servicio por obras vinculadas con su extension.,17:51:54
4/10/2019,15:48:13,E,Servicio con demora,09:11:49
10/9/2019,12:34:09,E,Servicio con demora,08:57:54
16/6/2019,15:44:10,E,Demora por falta de suministro de energia electrica por causas ajenas a la empresa.,07:57:52
1/3/2019,08:56:04,E,Servicio limitado entre Plaza de los Virreyes y Belgrano,07:11:59
8/10/2019,18:32:04,E,Servicio con demora,06:28:07
28/8/2019,14:50:02,E,Servicio con demora,06:00:10
11/12/2019,16:58:04,E,Demora por falta de suministro de energia electrica por causas ajenas a la empresa.,05:33:58
8/10/2019,13:00:06,E,Servicio con demora debido a un problema tecnico,05:29:58
12/11/2019,08:32:16,E,Servicio limitado entre las estaciones Plaza de los Virreyes y Boedo,03:49:54
6/9/2019,16:14:08,E,Servicio interrumpido por medida de fuerza gremial,03:47:55
1/4/2019,10:32:09,E,Servicio con demora,03:40:00
5/5/2019,11:16:09,E,Por obras vinculadas con la extension : Inicia servicio a las 12 hs,03:35:59
25/5/2019,11:00:02,E,Por operativo de seguridad en lavia publica :Servicio limitado entre Belgrano y Virreyes,03:35:59
12/12/2019,12:08:08,E,Servicio con demora,03:33:57
21/3/2019,19:52:03,E,Servicio con demora debido a un problema tecnico en una formacion,03:20:06
15/10/2019,20:10:13,E,Servicio con demora,03:13:59
3/2/2019,22:36:02,E,Servicio con demora por obras de mejora,03:12:01
16/12/2019,20:22:03,E,Demora por falta de suministro de energia electrica por causas ajenas a la empresa.,03:12:00
23/8/2019,19:58:05,E,Servicio con demora,03:11:57
22/7/2019,09:56:10,E,Servicio Limitado entre Retiro y Bol铆var,03:07:55
17/7/2019,20:22:02,E,Servicio con demora,03:06:10
4/10/2019,11:42:14,E,Servicio interrumpido debido a una causatecnica.,03:03:57
4/2/2019,10:04:03,E,Servicio con demora por obras de renovacion en zona de vias,03:00:05
7/1/2019,21:00:02,E,Servicio con demora por obras de renovacion en zona de vias,02:58:00
9/8/2019,18:20:03,E,Servicio con demora,02:52:09
25/8/2019,11:12:02,E,Servicio con demora,02:52:00
23/5/2019,17:40:10,E,Servicio con demora por trabajos vinculados a la extension de la linea,02:51:59
8/10/2019,09:32:01,E,Servicio con demora,02:50:01
25/9/2019,10:38:05,E,Servicio con demora,02:42:00
17/1/2019,23:54:09,E,Servicio limitado entre Pza. de los Virreyes y San Jose,02:41:59
5/10/2019,09:06:03,E,Servicio con demora,02:40:01
29/8/2019,00:10:13,E,Servicio interrumpido por medida de fuerza gremial,02:37:52
26/9/2019,09:32:02,E,Servicio con demora,02:36:00
5/2/2019,20:22:03,E,Servicio con demora debido a un problema tecnico en una formacion,02:32:00
21/11/2019,00:04:05,E,Servicio interrumpido por medida de fuerza gremial,02:28:03
24/9/2019,18:44:10,E,Servicio con demora debido a un problema tecnico,02:26:04
12/8/2019,20:54:11,E,Servicio con demora debido a un problema tecnico en una formacion,02:21:53
30/4/2019,00:52:02,E,Por obras de extension: Ha finalizado su servicio.,02:16:08
10/5/2019,00:40:02,E,Cerrada por obras vinculadas con su extension.,02:16:07
24/9/2019,15:52:02,E,Servicio con demora,02:16:01
23/5/2019,13:20:06,E,Servicio limitado entre Bolivar y Entre Rios,02:11:58
3/2/2019,12:22:07,E,Servicio con demora,02:11:56
11/5/2019,00:32:08,E,Sin servicio por obras vinculadas con su extension.,02:11:56
27/2/2019,21:06:04,E,Servicio con demora por obras de renovacion en zona de vias,02:10:02
28/4/2019,01:06:01,E,Por obras de extension: Ha finalizado su servicio.,02:10:01
9/5/2019,00:46:10,E,Cerrada por obras vinculadas con su extension.,02:09:59
3/4/2019,12:30:02,E,Servicio con demora debido a un problema tecnico en una formacion,02:06:02
8/8/2019,21:04:06,E,Servicio con demora,02:05:56
8/5/2019,00:32:02,E,Cerrada por obras vinculadas con su extension.,02:04:07
8/6/2019,11:44:02,E,Servicio imitado entre Retiro y Belgrano,02:04:02
12/7/2019,21:44:01,E,Servicio con demora debido a un problema tecnico en una formacion,02:04:01
20/12/2019,18:50:11,E,Servicio con demora debido a un problema tecnico,02:03:53
1/2/2019,16:34:03,E,Interrumpida por medida de fuerza gremial,02:02:07
22/8/2019,17:44:03,E,Servicio con demora debido a un problema tecnico en una formacion,02:00:08
1/9/2019,19:46:03,E,Servicio con demora,01:56:08
19/7/2019,08:36:08,E,Interrumpida por medida de fuerza gremial,01:56:01
3/7/2019,12:26:11,E,Servicio con demora,01:53:58
21/9/2019,12:58:05,E,Servicio interrumpido debido a una causatecnica.,01:53:57
14/8/2019,08:40:05,E,Servicio interrumpido por medida de fuerza gremial,01:50:13
4/5/2019,09:10:03,E,Por obras vinculadas a la extension: Inicia servicio a las 8hs.,01:50:01
13/8/2019,10:50:05,E,Servicio con demora,01:48:05
10/12/2019,21:30:02,E,Servicio con demora debido a un problema tecnico,01:48:02
6/11/2019,23:20:04,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,01:46:11
26/8/2019,09:52:08,E,Servicio con demora,01:46:01
2/9/2019,11:32:05,E,Servicio con demora,01:45:58
10/7/2019,19:08:04,E,Servicio con demora debido a un problema tecnico en una formacion,01:45:58
8/4/2019,10:20:03,E,Servicio con demora,01:44:05
7/9/2019,19:38:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:44:02
11/9/2019,19:20:13,E,Servicio con demora,01:43:56
10/12/2019,16:56:11,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,01:43:52
25/2/2019,15:08:03,E,Servicio con demora por obras de renovacion en zona de vias,01:42:09
27/8/2019,22:02:01,E,Servicio con demora,01:40:09
27/2/2019,11:34:05,E,Servicio con demora debido a un problema tecnico en una formacion,01:37:58
11/7/2019,09:08:02,E,Servicio con demora,01:34:04
3/10/2019,18:44:03,E,Servicio con demora,01:34:01
6/8/2019,19:58:09,E,Servicio con demora,01:33:56
8/8/2019,08:44:08,E,Interrumpida por medida de fuerza gremial,01:32:00
18/10/2019,21:00:11,E,Servicio con demora,01:31:54
22/8/2019,22:08:02,E,Servicio con demora,01:30:01
15/7/2019,21:32:10,E,Servicio con demora debido a un problema tecnico en una formacion,01:29:54
16/8/2019,14:44:15,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:29:47
5/9/2019,14:12:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:28:06
11/7/2019,20:24:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:28:00
30/8/2019,11:12:05,E,Servicio con demora,01:27:58
8/6/2019,14:12:10,E,Servicio limitado entre Retiro y Belgrano,01:27:55
20/8/2019,12:36:02,E,Servicio con demora,01:26:00
10/10/2019,19:08:02,E,Servicio con demora,01:22:08
28/6/2019,10:28:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:22:01
1/1/2019,00:34:02,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:22:01
3/2/2019,20:28:03,E,Servicio con demora por obras de mejora,01:22:00
3/1/2019,13:30:04,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:21:59
25/9/2019,09:14:12,E,Servicio con demora debido a un problema tecnico,01:21:51
2/8/2019,17:38:16,E,Servicio con demora debido a un problema tecnico en una formacion,01:21:51
20/3/2019,10:34:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:18:07
21/1/2019,12:28:02,E,Servicio con demora debido a un problema tecnico,01:18:01
29/4/2019,00:36:08,E,Por obras de extension: Ha finalizado su servicio.,01:18:00
2/8/2019,20:16:02,E,Servicio con demora,01:16:00
12/8/2019,15:26:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:14:07
26/2/2019,22:04:05,E,Servicio con demora debido a un problema tecnico en una formacion,01:14:01
19/3/2019,12:00:03,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:14:01
19/6/2019,11:00:13,E,Servicio con demora debido a un problema tecnico en una formacion,01:12:01
2/5/2019,10:20:08,E,Servicio con demora debido a un problema tecnico,01:12:00
29/8/2019,11:26:02,E,Servicio con demora debido a un problema tecnico,01:10:08
2/2/2019,21:40:05,E,Servicio con demora,01:10:06
13/11/2019,20:52:07,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,01:10:06
26/6/2019,11:26:10,E,Servicio con demora debido a un problema tecnico en una formacion,01:09:52
19/7/2019,19:34:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:08:08
23/12/2019,17:10:04,E,Servicio con demora debido a un problema tecnico,01:08:05
16/7/2019,19:32:10,E,Servicio con demora debido a la atencion medicaa un usuario,01:08:01
17/1/2019,22:04:09,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:08:01
2/12/2019,10:12:04,E,Servicio con demora debido a un problema tecnico,01:08:00
11/9/2019,18:10:07,E,Servicio con demora debido a un problema tecnico en una formacion,01:07:56
1/4/2019,16:52:09,E,Servicio con demora,01:07:54
3/6/2019,15:22:14,E,Servicio con demora debido a un problema tecnico en una formacion,01:07:48
23/11/2019,21:22:08,E,Servicio con demora debido a un problema tecnico,01:06:10
25/9/2019,21:36:05,E,Servicio con demora,01:06:06
27/4/2019,02:03:58,E,Por obras de extension: Ha finalizado su servicio.,01:06:04
10/6/2019,14:06:11,E,Servicio con demora debido a un problema tecnico en una formacion,01:06:00
15/3/2019,10:44:09,E,Servicio con demora debido a un problema tecnico en una formacion,01:05:58
5/11/2019,22:00:16,E,Servicio con demora debido a un problema tecnico,01:03:56
23/11/2019,17:00:11,E,Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes,01:02:06
30/7/2019,22:24:02,E,Servicio con demora debido a un problema tecnico en una formacion,01:02:04
27/9/2019,21:32:02,E,Servicio con demora,01:02:00
10/9/2019,22:32:08,E,Servicio con demora debido a un problema tecnico en una formacion,01:01:57
7/3/2019,11:14:10,E,Servicio con demora debido a un problema tecnico en una formacion,01:01:52
5/9/2019,18:14:10,E,Servicio con demora debido a un problema tecnico en una formacion,01:01:52
30/5/2019,10:12:04,E,Servicio con demora debido a un problema tecnico en una formacion,01:00:07
10/4/2019,09:20:12,E,Servicio limitado entre Pza. de los Virreyes y San Jose,01:00:04
10/5/2019,09:34:02,E,Servicio con demora,01:00:01
2/1/2019,18:58:03,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:59:59
4/9/2019,21:36:11,E,Servicio con demora debido a un problema tecnico en una formacion,00:59:58
15/8/2019,19:36:08,E,Servicio con demora debido a un problema tecnico en una formacion,00:59:55
23/5/2019,15:46:02,E,Servicio limitado: Bolivar - Entre Rios por trabajos vinculados a la extension.,00:58:05
23/8/2019,09:14:02,E,Servicio con demora,00:58:01
23/10/2019,21:28:06,E,Servicio con demora debido a un problema tecnico,00:58:00
15/3/2019,18:00:11,E,Servicio con demora debido a un problema tecnico en una formacion,00:57:56
2/12/2019,15:54:17,E,Servicio con demora debido a un problema tecnico,00:56:09
4/10/2019,10:44:05,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:56:05
16/10/2019,17:04:11,E,Servicio con demora debido a un problema tecnico,00:56:00
11/9/2019,22:18:05,E,Servicio con demora,00:55:59
24/7/2019,20:16:03,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:54:13
25/9/2019,20:40:02,E,Servicio con demora debido a un problema tecnico,00:54:10
26/8/2019,12:46:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:54:07
4/10/2019,14:48:06,E,Servicio limitado entre las estaciones Plaza de los Virreyes y San Jose,00:54:07
29/8/2019,09:30:04,E,Servicio con demora,00:54:06
7/8/2019,22:14:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:54:02
1/2/2019,12:48:09,E,Interrumpida por medida de fuerza gremial,00:54:00
5/12/2019,17:54:02,E,Servicio con demora,00:54:00
27/11/2019,11:22:04,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:54:00
16/8/2019,13:48:02,E,Servicio interrumpido,00:54:00
29/5/2019,08:26:11,E,Servicio interrumpido por medida de fuerza gremial,00:53:51
22/11/2019,09:42:08,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:52:09
28/3/2019,10:54:05,E,Servicio con demora,00:51:59
16/6/2019,23:48:12,E,Los trenes no se detienen en Emilio Mitre,00:51:56
3/12/2019,15:58:01,E,Servicio con demora debido a un problema tecnico,00:50:09
18/8/2019,11:12:02,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:50:06
5/7/2019,19:40:05,E,Servicio con demora debido a un problema tecnico,00:50:05
23/7/2019,22:10:07,E,Servicio con demora debido a un problema tecnico en una formacion,00:50:05
2/4/2019,00:18:04,E,Servicio con demora,00:50:04
4/5/2019,19:28:02,E,Servicio con demora,00:50:00
29/8/2019,08:36:10,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:49:59
12/9/2019,23:08:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:48:06
18/6/2019,10:54:04,E,Servicio Limitado entre Retiro y Entre Rios,00:48:06
19/3/2019,20:04:02,E,Servicio con demora debido a un problema tecnico,00:48:01
11/2/2019,23:16:04,E,Servicio con demora debido a un problema tecnico en una formacion,00:47:58
24/7/2019,21:16:06,E,Servicio con demora,00:47:56
21/12/2019,14:52:04,E,Servicio con demora debido a un problema tecnico,00:46:07
8/10/2019,08:34:08,E,Servicio interrumpido debido a una causatecnica.,00:46:02
13/12/2019,18:48:05,E,Servicio con demora debido a un problema tecnico,00:45:59
6/2/2019,22:58:04,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:45:59
25/9/2019,17:36:06,E,Servicio con demora,00:45:57
10/5/2019,15:04:08,E,Servicio con demora debido a un problema tecnico en una formacion,00:45:56
26/10/2019,19:26:03,E,Servicio con demora,00:44:12
26/3/2019,17:56:10,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:44:02
22/6/2019,12:56:02,E,Servicio limitado Bolivar y P. de los Virreyes,00:44:00
21/5/2019,19:18:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:43:55
4/2/2019,09:06:08,E,Servicio interrumpido,00:43:55
14/11/2019,23:22:10,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:42:03
7/1/2019,17:04:02,E,Servicio con demora por obras de renovacion en zona de vias,00:42:02
6/3/2019,11:16:04,E,Servicio con demora,00:41:58
6/5/2019,13:18:10,E,Servicio con demora debido a un problema tecnico,00:41:53
23/8/2019,11:34:14,E,Servicio con demora,00:41:51
21/3/2019,14:34:14,E,Con demora por una formacion detenida debido a un problematecnico,00:41:49
10/4/2019,12:14:03,E,Servicio con demora,00:40:14
28/8/2019,21:38:02,E,Servicio con demora debido a la atencion medicaa un usuario,00:40:09
14/8/2019,01:12:05,E,Interrupci贸n debido a un problematecnico en una formacion,00:40:08
18/3/2019,10:32:02,E,Servicio con demora,00:40:07
14/12/2019,10:12:04,E,Servicio con demora,00:40:04
2/1/2019,20:44:07,E,Servicio con demora,00:40:03
10/12/2019,23:20:02,E,Servicio con demora,00:40:03
18/10/2019,20:16:09,E,Servicio limitado entre las estaciones Retiro y Entre Rios,00:40:02
2/4/2019,12:22:03,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:40:01
5/11/2019,23:36:03,E,Servicio con demora por procedimiento policial.,00:39:59
11/12/2019,23:14:05,E,Servicio con demora,00:39:56
1/4/2019,23:32:08,E,Interrupci贸n debido a un problematecnico en una formacion,00:39:54
20/12/2019,15:02:02,E,Servicio limitado entre Retiro - Bolivar y San Jose - Plaza de los Virreyes,00:38:19
24/7/2019,18:00:05,E,Servicio con demora debido a un problema tecnico en una formacion,00:38:06
6/7/2019,16:48:04,E,Servicio limitado Bolivar y P. de los Virreyes,00:38:01
26/5/2019,23:34:02,E,Servicio limitado entre Bolivar y Entre Rios,00:38:01
20/12/2019,15:46:04,E,Servicio con demora,00:37:58
14/6/2019,20:38:04,E,Servicio con demora,00:37:58
25/6/2019,21:40:12,E,Servicio con demora debido a un problema tecnico en una formacion,00:37:57
2/1/2019,20:02:09,E,Interrupci贸n debido a un problematecnico,00:37:54
8/6/2019,16:08:09,E,Servicio limitado entre Retiro y Belgrano,00:37:53
1/2/2019,12:00:15,E,Interrupci贸n debido a un problematecnico,00:37:52
17/1/2019,23:14:10,E,Interrupci贸n debido a un problematecnico en una formacion,00:37:52
28/6/2019,16:44:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:36:09
27/9/2019,19:14:03,E,Servicio con demora,00:36:05
5/12/2019,16:14:02,E,Servicio con demora debido a un problema tecnico,00:36:03
16/8/2019,16:20:02,E,Servicio con demora,00:36:00
25/2/2019,13:56:10,E,Servicio con demora por obras de renovacion en zona de vias,00:36:00
22/8/2019,11:40:04,E,Servicio con demora,00:35:59
18/10/2019,19:38:10,E,Servicio interrumpido debido a una causatecnica.,00:35:52
14/12/2019,09:30:14,E,Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes,00:35:50
27/11/2019,12:18:19,E,Servicio con demora debido a un problema tecnico,00:35:45
22/9/2019,11:06:04,E,Servicio interrumpido,00:34:08
23/5/2019,16:48:02,E,Servicio limitado: Bolivar - Entre Rios por trabajos vinculados a la extension.,00:34:07
18/10/2019,22:34:04,E,Servicio con demora debido a un problema tecnico,00:34:06
28/11/2019,17:18:09,E,Servicio limitado entre las estaciones Retiro y Avenida La Plata,00:34:04
22/7/2019,13:10:05,E,Servicio con demora,00:34:02
20/1/2019,11:36:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:34:02
19/5/2019,14:36:01,E,Servicio con demora,00:34:01
24/6/2019,10:14:10,E,Servicio con demora debido a un problema tecnico en una formacion,00:34:01
10/9/2019,11:54:10,E,Servicio Limitado entre Retiro y Entre Rios,00:33:59
30/10/2019,21:58:12,E,Servicio con demora con destino a P. de los Virreyes debido a una causa tecnica,00:33:57
14/8/2019,16:34:09,E,Servicio con demora,00:33:56
31/10/2019,18:16:06,E,Servicio con demora,00:33:56
2/7/2019,21:12:09,E,Servicio con demora debido a un problema tecnico en una formacion,00:33:55
23/5/2019,12:44:10,E,Servicio con demora,00:33:52
13/8/2019,10:14:11,E,Servicio con demora debido a un problema tecnico en una formacion,00:33:52
31/10/2019,20:10:03,E,Servicio con demora debido a un problema tecnico,00:32:12
7/3/2019,12:58:02,E,Servicio con demora debido a un problema tecnico en una formacion,00:32:08
14/5/2019,10:30:03,E,Servicio con demora,00:32:05
1/11/2019,11:24:12,E,Servicio limitado entre las estaciones Retiro y Avenida La Plata,00:32:01
11/12/2019,16:24:03,E,Servicio con demora por causas ajenas a la empresa,00:31:59
15/7/2019,20:02:05,E,Servicio con demora,00:31:57
1/1/2019,19:20:08,E,Servicio limitado entre Pza. de los Virreyes y San Jose,00:31:54
27/5/2019,11:18:10,E,Servicio con demora por trabajos vinculados a la extension de la linea,00:31:52
5/9/2019,11:44:11,E,Servicio con demora debido a un problema tecnico,00:31:51
29/10/2019,21:20:17,E,Servicio con demora con destino a P. de los Virreyes debido a una causa tecnica,00:31:48
19/11/2019,16:20:35,E,Servicio con demora por una formacion detenida debido a una causa tecnica.,00:31:29
