FECHA,HORA,L蚇EA,MOTIVO,DURACION
22/10/2019,17:32:11,B,Servicio con demora debido a la atenci髇 m閐ica a un usuario a bordo de formaci髇,00:09:55
20/3/2019,14:08:07,B,Servicio con demora debido a un problema t閏nico,00:09:55
24/5/2019,11:52:10,B,Servicio con demora debido a la atenci髇 m閐ica a un usuario,00:09:54
2/7/2019,20:52:11,B,Servicio con demora debido a un problema t閏nico,00:09:54
12/6/2019,20:50:12,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:09:51
7/5/2019,13:50:12,B,Servicio con demora,00:09:50
6/9/2019,16:02:19,B,Interrumpida por medida de fuerza gremial,00:09:43
20/8/2019,19:08:02,B,Servicio limitado entre L. N. Alem y Federico Lacroze,00:08:08
31/10/2019,13:58:06,B,Servicio con demora debido a la atenci髇 m閐ica a un usuario a bordo de formaci髇,00:08:06
11/7/2019,00:16:05,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:08:06
11/11/2019,16:10:11,B,Servicio con demora por una formaci髇 detenida debido a una causa t閏nica.,00:08:05
8/2/2019,17:58:03,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:08:05
15/8/2019,17:10:03,B,Servicio con demora,00:08:03
9/10/2019,23:12:09,B,Servicio con demora,00:08:03
2/7/2019,10:14:07,B,Servicio limitado entre L. N. Alem y Los Incas,00:08:03
27/2/2019,11:54:05,B,Interrupci髇 debido a un problema t閏nico en una formaci髇,00:08:01
16/8/2019,12:28:14,B,Servicio con demora debido a un problema t閏nico,00:08:01
6/5/2019,11:06:02,B,Servicio con demora debido a la atenci髇 m閐ica a un usuario,00:08:00
6/2/2019,15:48:09,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:08:00
2/5/2019,08:42:03,B,Interrupci髇 debido a un problema t閏nico,00:07:59
24/6/2019,19:40:11,B,Servicio con demora debido a un problema t閏nico,00:07:59
25/6/2019,21:40:12,B,Servicio con demora,00:07:56
13/2/2019,20:26:07,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:07:55
2/10/2019,15:34:09,B,Servicio limitado entre Alem - Gallardo y Dorrego-Rosas,00:07:55
8/4/2019,21:30:10,B,Servicio limitado entre L. N. Alem y Los Incas,00:07:53
8/4/2019,21:40:20,B,Servicio limitado entre L.N. Alem y Los Incas,00:07:44
28/3/2019,19:22:02,B,Servicio con demora debido a un problema t閏nico,00:06:09
14/6/2019,18:16:03,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:06:08
13/3/2019,21:46:01,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:06:08
14/7/2019,14:12:02,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:06:08
11/4/2019,12:30:07,B,Con demora debido a la atenci髇 m閐ica a un usuario a bordo de formaci髇,00:06:07
23/11/2019,21:26:12,B,Los trenes no se detienen en la estaci髇 A. Gallardo con destino a J.M. Rosas,00:06:07
31/10/2019,11:44:03,B,Servicio con demora por una formaci髇 detenida debido a una causa t閏nica.,00:06:07
29/10/2019,09:46:07,B,Servicio con demora,00:06:06
20/8/2019,21:52:02,B,Con demora debido a un problema operativo,00:06:05
2/7/2019,17:20:02,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:06:03
2/7/2019,08:46:01,B,Servicio limitado entre L. N. Alem y Los Incas,00:06:03
27/5/2019,14:14:09,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:06:02
22/10/2019,18:24:12,B,Servicio limitado: Alem - A. Gallardo Dorrego - J.M. Rosas,00:06:02
27/8/2019,12:14:02,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:06:00
20/12/2019,13:38:02,B,Servicio con demora por una formaci髇 detenida debido a una causa t閏nica.,00:06:00
2/10/2019,15:26:09,B,Servicio limitado entre las estaciones Leandro N. Alem y Angel Gallardo,00:06:00
3/7/2019,01:26:04,B,Con demora hacia J. M. de Rosas debido a un problema t閏nico,00:05:59
2/7/2019,21:50:06,B,Servicio con demora,00:05:59
10/4/2019,14:44:12,B,Con demora por una formaci髇 detenida debido a un problema t閏nico,00:05:58
4/5/2019,14:40:09,B,Servicio interrumpido,00:05:58
27/12/2019,21:32:08,B,Servicio con demora,00:05:57
31/12/2019,20:12:05,B,Servicio con demora debido a una causa t閏nica.,00:05:57
20/3/2019,13:56:11,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:05:56
15/4/2019,15:58:11,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:05:56
23/9/2019,20:30:13,B,Servicio limitado entre las estaciones Juan Manuel de Rosas y Carlos Pellegrini,00:05:55
6/12/2019,22:24:07,B,Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano,00:05:55
7/5/2019,13:40:11,B,Servicio limitado entre Alem - Gallardo y Dorrego-Rosas,00:05:51
9/10/2019,22:46:02,B,Servicio con demora por formaci髇 detenida debido a una causa t閏nica.,00:04:06
10/5/2019,16:22:08,B,Servicio con demora debido a un problema t閏nico,00:04:03
10/5/2019,16:28:03,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:04:02
31/7/2019,20:30:02,B,Con demora por procedimiento policial,00:04:01
3/12/2019,21:04:01,B,Servicio limitado entre las estaciones Leandro N. Alem y Federico Lacroze,00:04:01
1/2/2019,10:22:02,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:04:00
23/7/2019,18:48:10,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:04:00
9/1/2019,20:20:02,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:04:00
7/5/2019,13:34:02,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:04:00
3/10/2019,17:28:03,B,Servicio limitado entre las estaciones Juan Manuel de Rosas y Carlos Pellegrini,00:04:00
25/6/2019,21:28:07,B,Servicio con demora,00:03:55
31/5/2019,21:16:10,B,Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini,00:03:54
5/7/2019,20:40:11,B,Servicio limitado entre L. N. Alem y Angel Gallardo,00:03:52
14/8/2019,08:36:02,B,Interrumpida por medida de fuerza gremial,00:02:09
20/8/2019,17:00:02,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:02:09
5/12/2019,18:02:02,B,Servicio con demora,00:02:07
13/2/2019,20:04:02,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:02:06
3/9/2019,22:20:05,B,Servicio con demora,00:02:04
14/6/2019,18:12:05,B,Servicio con demora debido a la atenci髇 m閐ica a un usuario,00:02:03
9/4/2019,12:18:02,B,Servicio con demora,00:02:01
28/5/2019,15:56:03,B,Servicio Limitado entre J. M. de Rosas y Medrano,00:02:01
19/10/2019,23:32:04,B,Los trenes ya se detienen en todas las estaciones,00:02:00
16/8/2019,14:54:02,B,Servicio limitado entre Alem - Gallardo y Dorrego-Rosas,00:02:00
27/2/2019,20:34:03,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:01:59
8/8/2019,21:22:06,B,Servicio limitado entre L. N. Alem y Los Incas,00:01:59
12/8/2019,20:30:10,B,Con demora por una formaci髇 detenida debido a un problema t閏nico,00:01:52
29/7/2019,21:28:13,B,Servicio con demora debido a un problema t閏nico en una formaci髇,00:01:50
30/4/2019,08:42:09,C,Servicio interrumpido por medida de fuerza gremial,42:11:53
29/5/2019,09:24:11,C,Servicio interrumpido por medida de fuerza gremial,19:33:52
16/6/2019,15:44:10,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,08:25:54
28/7/2019,10:56:11,C,Iniciara su servicio a las 13 hs por obras relacionadas a la Central Obelisco,05:41:55
11/9/2019,13:18:04,C,Servicio con demora por procedimiento policial.,04:52:03
6/9/2019,16:14:08,C,Servicio interrumpido por medida de fuerza gremial,03:47:55
1/3/2019,12:10:03,C,Los trenes no se detienen en Av. de Mayo,03:40:10
29/8/2019,00:10:13,C,Servicio interrumpido por medida de fuerza gremial,02:37:52
21/11/2019,00:02:04,C,Servicio interrumpido por medida de fuerza gremial,02:30:04
25/11/2019,23:56:11,C,Servicio interrumpido por medida de fuerza gremial,02:27:58
19/1/2019,15:44:02,C,Servicio interrumpido,01:54:06
14/8/2019,08:40:05,C,Servicio interrumpido por medida de fuerza gremial,01:50:13
8/8/2019,08:36:11,C,Interrumpida por medida de fuerza gremial,01:45:57
12/2/2019,12:10:08,C,Servicio con demora,01:44:00
27/11/2019,19:38:04,C,Servicio interrumpido por procedimiento policial,01:40:16
19/10/2019,17:56:03,C,Los trenes no se detienen en la estacion Diagonal Norte por operativo de seguridad.,01:36:07
19/10/2019,20:36:13,C,Los trenes no se detienen en las estaciones Diagonal Norte e Independencia,01:35:57
1/3/2019,09:42:04,C,Los trenes no se detienen en Av. de Mayo,01:28:02
24/6/2019,18:06:01,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,01:22:09
5/9/2019,12:24:09,C,Con demora por mayor afluencia de usuarios debido a una manifestacion en la via publica,01:19:55
19/10/2019,22:14:05,C,Los trenes no se detienen en las estaciones Diagonal Norte Lavalle e Independencia,01:15:59
6/8/2019,16:50:13,C,Interrupcion debido a un problema tecnico en una formacion,01:15:56
5/11/2019,13:24:08,C,Interrupcion debido a un problema tecnico en una formacion,01:13:55
8/3/2019,21:58:03,C,Servicio con demora,01:10:04
10/9/2019,12:42:02,C,Interrupcion debido a un problema tecnico en una formacion,01:08:13
20/9/2019,10:36:04,C,Servicio con demora,01:07:59
9/5/2019,22:00:03,C,Interrupcion debido a un problema tecnico en una formacion,01:06:04
7/5/2019,09:52:07,C,Servicio con demora,01:03:55
26/12/2019,12:34:01,C,Interrupcion debido a un problema tecnico en una formacion,01:00:01
1/3/2019,08:36:04,C,Los trenes no se detienen en Av. de Mayo,01:00:01
19/10/2019,19:34:05,C,Trenes no se detienen en Diagonal Norte por operativo de seguridad en superficie,01:00:01
18/3/2019,16:38:02,C,Interrupcion debido a un problema tecnico en una formacion,00:58:06
14/11/2019,11:46:07,C,Interrupcion debido a un problema tecnico en una formacion,00:58:00
4/9/2019,08:32:04,C,Servicio interrumpido,00:53:59
29/5/2019,08:26:11,C,Servicio interrumpido por medida de fuerza gremial,00:53:51
27/8/2019,16:44:09,C,Interrupcion debido a un problema tecnico en una formacion,00:51:53
9/5/2019,16:30:02,C,Servicio limitado entre Independencia y Retiro,00:48:00
17/10/2019,21:20:02,C,Interrupcion debido a un problema tecnico en una formacion,00:46:09
19/6/2019,21:52:02,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:45:59
16/4/2019,15:44:05,C,Servicio interrumpido,00:42:05
23/12/2019,16:22:09,C,Interrupcion debido a un problema tecnico en una formacion,00:42:00
27/9/2019,17:58:05,C,Servicio con demora,00:39:57
20/5/2019,16:36:12,C,Interrupcion debido a un problema tecnico en una formacion,00:39:51
9/5/2019,08:48:02,C,Interrupcion debido a un problema tecnico en una formacion,00:38:07
30/5/2019,11:58:02,C,Interrupcion debido a un problema tecnico en una formacion,00:38:05
11/9/2019,12:18:02,C,Servicio interrumpido,00:36:10
6/11/2019,21:30:03,C,Servicio con demora,00:34:09
14/8/2019,15:18:12,C,Los trenes no se detienen en Av. de Mayo y circula con demora.,00:32:06
14/8/2019,15:52:10,C,Los trenes no se detienen en San Juan y Av. de Mayo,00:32:01
27/6/2019,09:42:02,C,Interrupcion debido a un problema tecnico en una formacion,00:30:12
29/3/2019,19:34:02,C,Servicio con demora,00:30:11
21/6/2019,12:24:07,C,Servicio con demora,00:30:03
15/7/2019,22:10:09,C,Interrupcion debido a un problema tecnico en una formacion,00:28:01
20/5/2019,17:24:03,C,Servicio con demora,00:26:05
1/3/2019,11:18:05,C,Los trenes no se detienen en Av. de Mayo,00:26:01
19/12/2019,17:22:02,C,Servicio con demora,00:24:03
21/5/2019,17:20:04,C,Interrupcion debido a un problema tecnico en una formacion,00:24:00
24/5/2019,18:58:09,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:23:58
26/6/2019,11:20:04,C,Interrupcion debido a un problema tecnico en una formacion,00:23:57
30/9/2019,11:22:12,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:20:00
15/2/2019,16:02:02,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:20:00
12/4/2019,20:24:09,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,00:19:54
11/9/2019,12:56:09,C,Servicio con demora por procedimiento policial.,00:19:53
27/11/2019,21:24:03,C,Servicio con demora,00:18:01
15/7/2019,22:44:04,C,Servicio con demora,00:18:00
16/4/2019,16:32:03,C,Servicio con demora,00:17:59
26/3/2019,10:46:03,C,Interrupcion debido a un problema tecnico en una formacion,00:16:06
5/7/2019,18:28:03,C,Servicio con demora,00:16:00
1/3/2019,11:50:07,C,Los trenes no se detienen en Av. de Mayo,00:15:56
30/5/2019,12:42:08,C,Servicio con demora,00:15:55
4/9/2019,20:30:12,C,Con demora por procedimiento policial,00:15:51
5/2/2019,18:52:02,C,Interrupcion debido a un problema tecnico en una formacion,00:14:07
3/4/2019,19:54:02,C,Interrupcion debido a un problema tecnico en una formacion,00:14:06
8/8/2019,21:06:12,C,Interrupcion debido a un problema tecnico en una formacion,00:14:05
23/1/2019,12:38:02,C,Interrupcion debido a un problema tecnico en una formacion,00:14:02
9/5/2019,16:14:09,C,Servicio interrumpido,00:14:01
30/5/2019,11:42:04,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:14:00
12/9/2019,21:46:06,C,Con demora por procedimiento policial,00:14:00
4/9/2019,12:30:12,C,Con demora por procedimiento policial,00:13:50
9/11/2019,16:22:08,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:12:07
25/11/2019,23:42:04,C,Servicio interrumpido,00:12:06
6/11/2019,21:12:07,C,Interrupcion debido a un problema tecnico en una formacion,00:12:04
27/9/2019,17:42:02,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:12:02
22/5/2019,09:46:01,C,Interrupcion debido a un problema tecnico en una formacion,00:12:01
10/5/2019,09:44:03,C,Interrupcion debido a un problema tecnico en una formacion,00:12:00
25/1/2019,11:40:08,C,Interrupcion debido a un problema tecnico en una formacion,00:11:55
12/2/2019,11:50:10,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,00:11:52
27/9/2019,19:24:12,C,Servicio con demora por procedimiento policial.,00:11:51
29/10/2019,16:24:15,C,Servicio con demora,00:11:47
28/11/2019,19:16:03,C,Servicio con demora por procedimiento policial.,00:10:11
14/8/2019,15:06:10,C,Los trenes no se detienen en Av. de Mayo,00:10:01
24/2/2019,22:40:09,C,Interrupcion debido a un problema tecnico en una formacion,00:09:57
6/9/2019,16:02:19,C,Interrumpida por medida de fuerza gremial,00:09:43
22/5/2019,10:02:02,C,Servicio con demora,00:08:09
4/1/2019,19:02:02,C,Servicio interrumpido,00:08:07
12/9/2019,13:02:04,C,Con demora por procedimiento policial,00:08:06
14/8/2019,14:56:03,C,Servicio con demora,00:08:00
14/11/2019,12:46:16,C,Servicio con demora,00:07:51
11/12/2019,16:42:01,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:06:09
5/7/2019,18:16:07,C,Con demora debido a la atencion medica a un usuario a bordo de la formacion,00:06:04
24/6/2019,19:34:10,C,Servicio con demora,00:06:01
28/8/2019,11:44:05,C,Interrupcion debido a un problema tecnico en una formacion,00:05:57
29/10/2019,16:10:08,C,Servicio interrumpido,00:05:57
14/8/2019,14:40:16,C,Servicio interrumpido,00:05:47
23/10/2019,14:36:06,C,Interrupcion debido a un problema tecnico en una formacion,00:04:09
29/8/2019,00:04:02,C,Interrumpida por medida de fuerza gremial,00:04:06
29/3/2019,19:24:03,C,Interrupcion debido a un problema tecnico en una formacion,00:04:05
28/8/2019,12:34:04,C,Interrupcion debido a un problema tecnico en una formacion,00:04:03
1/3/2019,08:24:02,C,Los trenes no se detienen en Av. de Mayo,00:04:02
19/1/2019,15:36:04,C,Servicio interrumpido,00:04:01
24/8/2019,13:16:03,C,Interrupcion debido a un problema tecnico en una formacion,00:04:00
21/6/2019,12:06:10,C,Servicio interrumpido,00:03:59
28/10/2019,19:46:08,C,Servicio interrumpido por procedimiento policial,00:03:54
30/3/2019,12:18:09,C,Interrupcion debido a un problema tecnico en una formacion,00:03:52
14/8/2019,16:26:17,C,Los trenes ya se detienen en todas las estaciones,00:03:46
14/8/2019,08:36:02,C,Interrumpida por medida de fuerza gremial,00:02:09
24/6/2019,18:02:07,C,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,00:02:03
1/3/2019,15:52:04,C,Los trenes ya se detienen en todas las estaciones,00:02:01
19/12/2019,17:16:05,C,Interrupcion debido a un problema tecnico en una formacion,00:02:00
19/10/2019,23:32:04,C,Los trenes ya se detienen en todas las estaciones,00:02:00
11/12/2019,16:38:12,C,Servicio con demora,00:02:00
7/5/2019,09:28:08,C,Interrupcion debido a un problema tecnico en una formacion,00:01:56
23/5/2019,08:36:09,C,Servicio interrumpido,00:01:55
28/3/2019,18:10:13,C,Servicio interrumpido,00:01:55
27/6/2019,09:38:15,C,Interrupcion debido a un problema tecnico en una formacion,00:01:48
30/4/2019,08:42:09,D,Servicio interrumpido por medida de fuerza gremial,42:11:53
29/5/2019,09:24:11,D,Servicio interrumpido por medida de fuerza gremial,19:33:52
1/3/2019,08:24:02,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,07:30:03
16/6/2019,15:44:10,D,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,04:56:00
6/9/2019,16:14:08,D,Servicio interrumpido por medida de fuerza gremial,03:47:55
25/5/2019,11:00:02,D,Con demora por procedimiento policial,03:35:59
4/11/2019,14:52:04,D,Servicio con demora debido a un problematecnico en una formacion,03:08:08
7/3/2019,12:14:07,D,Servicio con demora por medida de fuerza gremial,03:00:01
20/11/2019,08:32:05,D,Servicio interrumpido por medida de fuerza gremial,02:58:19
5/2/2019,22:42:04,D,Los trenes no se detienen en Jose Hernandez,02:46:03
27/3/2019,19:58:03,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,02:41:59
16/7/2019,08:40:08,D,Interrumpida por medida de fuerza gremial,02:39:58
29/8/2019,00:10:13,D,Servicio interrumpido por medida de fuerza gremial,02:37:52
23/5/2019,16:16:04,D,Servicio con demora debido a un problematecnico,02:25:58
28/3/2019,00:42:07,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,02:23:57
19/10/2019,19:34:05,D,Trenes no se detienen en estacion 9 de Julio por operativo de seguridad en superficie,02:22:08
30/10/2019,20:32:15,D,Servicio con demora debido a un problematecnico en una formacion,02:15:58
27/3/2019,22:42:10,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:57:55
14/8/2019,08:40:05,D,Servicio interrumpido por medida de fuerza gremial,01:50:13
19/10/2019,17:58:04,D,Los trenes no se detienen en estacion9 de Julio por operativo de seguridad.,01:34:06
11/3/2019,18:56:02,D,Servicio limitado entre Catedral y Aguero,01:34:01
15/6/2019,16:04:04,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:33:59
19/10/2019,21:58:03,D,Trenes no se detienen en 9 de Julio y Tribunales por operativo de seguridad,01:32:01
27/5/2019,12:12:02,D,Servicio con demora debido a un problematecnico,01:30:02
2/9/2019,10:40:05,D,Servicio limitado Congreso de Tucuman y S. Ortiz por arrollamiento de persona,01:27:58
5/2/2019,21:14:08,D,Los trenes no se detienen en Jose Hernandez,01:24:00
23/7/2019,12:54:03,D,Servicio limitado entre Catedral y Carranza,01:24:00
22/6/2019,18:38:11,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,01:23:59
22/1/2019,22:08:09,D,Servicio con demora,01:23:53
14/1/2019,10:42:08,D,Servicio con demora debido a un problematecnico,01:11:55
18/6/2019,10:12:04,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:08:09
30/12/2019,15:26:03,D,Trenes no se detienen en estacion  Scalabrini Ortiz con destino a Congreso de Tucuman,01:08:00
21/7/2019,22:28:02,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:06:10
21/10/2019,16:58:05,D,Servicio con demora,01:06:00
13/6/2019,15:46:02,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,01:02:10
22/3/2019,22:14:10,D,Servicio con demora,01:01:57
31/10/2019,21:58:11,D,Servicio con demora debido a un problematecnico en una formacion,01:00:04
30/10/2019,16:40:05,D,Servicio con demora debido a un problematecnico en una formacion,01:00:01
10/6/2019,12:52:09,D,Servicio con demora debido a un problematecnico en una formacion,00:59:54
12/7/2019,09:12:11,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:57:52
30/10/2019,14:12:12,D,Servicio con demora debido a un problematecnico en una formacion,00:55:54
29/5/2019,08:26:11,D,Servicio interrumpido por medida de fuerza gremial,00:53:51
23/5/2019,22:30:02,D,Servicio con demora,00:52:00
14/6/2019,21:18:04,D,Servicio con demora debido a un problematecnico en una formacion,00:50:07
16/1/2019,22:02:03,D,Servicio con demora,00:49:59
12/9/2019,17:48:08,D,Servicio con demora debido a un problematecnico,00:48:02
12/3/2019,12:14:04,D,Con demora por factores climaicos,00:47:59
16/4/2019,18:32:02,D,Servicios limitados: Catedral-Aguero y Palermo-Congreso de Tucuman,00:46:08
6/7/2019,11:00:02,D,Los trenes con destino a Catedral no se detienen en Scalabrini Ortiz.,00:44:03
16/7/2019,11:26:11,D,Servicio con demora,00:43:51
24/6/2019,22:18:02,D,Servicio con demora,00:42:08
11/7/2019,20:26:04,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:42:05
26/3/2019,16:14:11,D,Servicio con demora debido a un problematecnico,00:39:53
11/7/2019,21:12:11,D,Servicio con demora,00:39:51
4/11/2019,18:02:04,D,Servicio con demora debido a un problematecnico en una formacion,00:38:02
16/6/2019,22:14:11,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:38:01
8/3/2019,20:42:09,D,Servicio con demora debido a un problematecnico en una formacion,00:37:55
21/5/2019,08:32:08,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:37:54
23/3/2019,18:52:11,D,Servicio limitado entre Congreso de Tucuman y Pueyrredon,00:37:52
23/5/2019,21:36:08,D,Servicio con demora,00:36:01
4/4/2019,21:00:02,D,Servicio con demora debido a un problematecnico,00:36:00
12/7/2019,10:12:02,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:36:00
9/4/2019,19:40:12,D,Servicio limitado entre Catedral y Carranza,00:35:57
9/5/2019,22:42:04,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:34:07
24/5/2019,11:42:07,D,Servicio con demora,00:33:55
9/5/2019,22:08:02,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:32:01
27/8/2019,18:28:04,D,Servicio con demora debido a un problematecnico en una formacion,00:32:00
23/7/2019,14:26:02,D,Servicio con demora,00:30:10
31/5/2019,21:50:03,D,Servicio con demora,00:30:08
3/4/2019,20:18:08,D,Servicio con demora debido a un problematecnico en una formacion,00:30:01
12/8/2019,21:38:05,D,Servicio limitado entre Catedral y Carranza,00:29:57
22/8/2019,09:26:11,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:29:51
11/7/2019,19:12:12,D,Servicio con demora debido a un problematecnico en una formacion,00:29:50
7/6/2019,18:38:04,D,Servicio con demora,00:27:57
12/7/2019,08:44:03,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:26:02
26/7/2019,21:22:02,D,Servicio con demora,00:26:01
20/12/2019,21:18:05,D,Servicio con demora por procedimiento policial.,00:26:01
25/8/2019,21:52:02,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:24:07
1/11/2019,00:00:09,D,Servicio con demora debido a un problematecnico en una formacion,00:24:05
19/11/2019,22:38:03,D,Servicio con demora debido a un problematecnico en una formacion,00:24:05
22/1/2019,21:38:09,D,Interrumpida por falta de suministro de energia electrica debido a causas ajenas,00:23:55
18/6/2019,09:46:12,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:23:54
29/10/2019,17:24:13,D,Servicio con demora,00:23:49
25/8/2019,23:34:02,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:22:05
12/6/2019,20:26:05,D,Servicio con demora debido a un problematecnico en una formacion,00:22:03
2/5/2019,22:52:08,D,Servicio con demora,00:22:01
11/4/2019,13:04:11,D,Servicio con demora,00:22:00
23/5/2019,20:34:02,D,Servicio con demora debido a un problematecnico en una formacion,00:22:00
3/11/2019,02:02:13,D,Servicio limitado entre las estaciones Catedral y Carranza,00:21:59
4/10/2019,18:40:15,D,Servicio limitado entre las estaciones Catedral y Carranza,00:21:48
4/11/2019,14:30:07,D,Los trenes no se detienen en la estacion Scalabrini Ortiz,00:20:04
3/4/2019,19:56:03,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:20:01
16/9/2019,14:00:02,D,Servicio con demora debido a un problematecnico,00:20:00
4/11/2019,18:56:03,D,Trenes no se detienen en estacion  Scalabrini Ortiz con destino a Congreso de Tucuman,00:20:00
4/10/2019,18:18:05,D,Servicio limitado entre las estaciones Catedral y Carranza,00:19:59
17/5/2019,17:38:04,D,Servicio con demora debido a un problematecnico en una formacion,00:19:58
12/4/2019,20:24:09,D,Con demora por falta de suministro de energia electrica,00:19:54
2/5/2019,22:28:09,D,Servicio limitado entre Catedral-Aguero y Congreso de Tucuman- Scalabrini Ortiz,00:19:53
5/9/2019,22:36:10,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:19:52
27/5/2019,21:56:11,D,Servicio con demora debido a un problematecnico,00:19:51
28/11/2019,19:32:14,D,Servicio con demora,00:18:11
26/3/2019,15:46:02,D,Servicio con demora debido a un problematecnico,00:18:01
28/11/2019,20:46:04,D,Servicio con demora,00:18:00
17/5/2019,14:28:02,D,Servicio con demora debido a un problematecnico en una formacion,00:17:59
25/5/2019,00:44:10,D,Servicio con demora debido a un problematecnico,00:17:57
7/5/2019,12:46:08,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:17:56
12/8/2019,22:14:13,D,Servicio con demora,00:17:51
28/11/2019,19:10:10,D,Servicio limitado entre las estaciones Catedral y Carranza,00:16:04
23/6/2019,12:06:02,D,Servicio limitado entre Congreso de Tucuman y 9 de Julio,00:16:02
1/10/2019,13:02:15,D,Servicio con demora debido a un problematecnico en una formacion,00:16:00
21/5/2019,09:12:04,D,Trenes con destino a Congreso de Tucuman no se detienen en Scalabrini Ortiz.,00:15:58
23/5/2019,11:20:11,D,Servicio con demora debido a un problematecnico en una formacion,00:15:57
21/10/2019,16:32:06,D,Servicio limitado entre las estaciones Catedral y Jose Hernandez,00:15:57
6/5/2019,18:50:09,D,Servicio con demora debido a un problematecnico en una formacion,00:15:54
27/12/2019,12:32:02,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:14:14
25/5/2019,00:26:04,D,Servicio con demora por obras de mejora,00:14:06
26/1/2019,15:32:02,D,Servicio limitado entre Catedral Y Plaza Italia,00:14:06
13/5/2019,23:20:04,D,Servicio limitado entre Catedral y J.Hernandez,00:14:04
2/3/2019,20:22:05,D,Servicio limitado entre Congreso de Tucuman y Scalabrini Ortiz,00:14:01
3/6/2019,10:32:04,D,Con demora debido a la atencion medica a un usuario a bordo de formacion,00:13:58
17/5/2019,20:44:08,D,Con demora por presencia de persona en la zona de vias,00:13:56
21/6/2019,20:20:06,D,Servicio con demora debido a un problematecnico en una formacion,00:13:56
10/5/2019,18:34:10,D,Servicio con demora,00:13:54
21/3/2019,18:18:08,D,Servicio con demora debido a un problematecnico en una formacion,00:13:54
