orden;Fecha;Linea;Mensaje;Duración;segundos
1115;29.06.2020 09:02:07;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
1116;29.06.2020 09:02:07;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
1117;29.06.2020 09:02:07;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;13:29:57;48597
1118;29.06.2020 09:02:07;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
1119;29.06.2020 09:02:07;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:57;86037
1120;28.06.2020 11:02:04;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:52:02;78722
1121;28.06.2020 11:02:04;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:52:02;78722
1122;28.06.2020 11:02:04;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:52:02;78722
1123;28.06.2020 11:02:04;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:52:02;78722
1124;28.06.2020 11:02:04;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:52:02;78722
1125;28.06.2020 11:02:04;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:52:02;78722
1126;27.06.2020 15:58:10;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;18:58:03;68283
1127;27.06.2020 15:54:15;B;Ya realiza recorrido completo entre cabeceras.;00:01:51;111
1128;27.06.2020 15:42:06;B;Servicio limitado entre las estaciones Leandro N. Alem y Los Incas;00:09:57;597
1129;27.06.2020 15:22:04;B;Servicio limitado entre las estaciones Leandro N. Alem y Federico Lacroze;00:17:59;1079
1130;27.06.2020 10:10:06;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;24:46:07;89167
1131;27.06.2020 09:14:06;C;Servicio con demora;00:52:00;3120
1132;27.06.2020 09:10:12;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:50;110
1133;27.06.2020 09:02:03;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:54:10;93250
1134;27.06.2020 09:02:03;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;06:18:04;22684
1135;27.06.2020 09:02:03;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;00:04:00;240
1136;27.06.2020 09:02:03;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:54:10;93250
1137;27.06.2020 09:02:03;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:54:10;93250
1138;27.06.2020 09:02:03;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:54:10;93250
1139;26.06.2020 20:04:03;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;12:54:03;46443
1140;26.06.2020 20:04:03;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;12:54:03;46443
1141;26.06.2020 20:00:03;C;Los trenes ya se detienen en todas las estaciones;00:02:07;127
1142;26.06.2020 20:00:03;E;Los trenes ya se detienen en todas las estaciones;00:02:07;127
1143;26.06.2020 19:32:06;C;Los trenes no se detienen en la estación Independencia;00:26:03;1563
1144;26.06.2020 19:32:06;E;Los trenes no se detienen en la estación Independencia;00:26:03;1563
1145;26.06.2020 09:02:06;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00;86160
1146;26.06.2020 09:02:06;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00;86160
1147;26.06.2020 09:02:06;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;10:28:10;37690
1148;26.06.2020 09:02:06;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00;86160
1149;26.06.2020 09:02:06;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;10:28:10;37690
1150;26.06.2020 09:02:06;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:56:00;86160
1151;25.06.2020 09:02:08;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:55:55;86155
1152;25.06.2020 09:02:08;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:55:55;86155
1153;25.06.2020 09:02:08;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:55:55;86155
1154;25.06.2020 09:02:08;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:55:55;86155
1155;25.06.2020 09:02:08;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:55:55;86155
1156;25.06.2020 09:02:08;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:55:55;86155
1157;24.06.2020 09:02:12;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:51;85911
1158;24.06.2020 09:02:12;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:51;85911
1159;24.06.2020 09:02:12;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:51;85911
1160;24.06.2020 09:02:12;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:51;85911
1161;24.06.2020 09:02:12;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:51;85911
1162;24.06.2020 09:02:12;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:51;85911
1163;23.06.2020 09:02:03;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:48:05;85685
1164;23.06.2020 09:02:03;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:48:05;85685
1165;23.06.2020 09:02:03;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:48:05;85685
1166;23.06.2020 09:02:03;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:48:05;85685
1167;23.06.2020 09:02:03;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:48:05;85685
1168;23.06.2020 09:02:03;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:48:05;85685
1169;22.06.2020 13:28:03;P;Servicio interrumpido;00:08:07;487
1170;22.06.2020 09:02:06;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:56;85916
1171;22.06.2020 09:02:06;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:56;85916
1172;22.06.2020 09:02:06;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:56;85916
1173;22.06.2020 09:02:06;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:56;85916
1174;22.06.2020 09:02:06;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:56;85916
1175;22.06.2020 09:02:06;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:51:56;85916
1176;20.06.2020 11:02:10;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;45:53:59;165239
1177;20.06.2020 11:02:10;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;45:53:59;165239
1178;20.06.2020 11:02:10;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;45:53:59;165239
1179;20.06.2020 11:02:10;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;45:53:59;165239
1180;20.06.2020 11:02:10;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;45:53:59;165239
1181;20.06.2020 11:02:10;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;45:53:59;165239
1182;19.06.2020 20:18:07;P;Servicio interrumpido por manifestantes que impiden el servicio;03:43:59;13439
1183;19.06.2020 09:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:56:03;93363
1184;19.06.2020 09:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:56:03;93363
1185;19.06.2020 09:02:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:56:03;93363
1186;19.06.2020 09:02:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:56:03;93363
1187;19.06.2020 09:02:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:56:03;93363
1188;19.06.2020 09:02:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;25:56:03;93363
1189;18.06.2020 20:16:12;P;Ya realiza su recorrido completo entre cabeceras;00:01:51;111
1190;18.06.2020 16:44:03;P;Los trenes no se detienen en la estación Presidente Illia por obras de mejora;03:30:00;12600
1191;18.06.2020 11:46:07;P;Ya realiza su recorrido completo entre cabeceras;00:06:08;368
1192;18.06.2020 09:02:06;P;Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico;02:42:05;9725
1193;18.06.2020 09:00:06;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
1194;18.06.2020 09:00:06;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
1195;18.06.2020 09:00:06;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
1196;18.06.2020 09:00:06;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
1197;18.06.2020 09:00:06;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
1198;18.06.2020 09:00:06;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:53:56;86036
1199;17.06.2020 17:14:09;P;Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico;07:13:57;26037
1200;17.06.2020 09:02:11;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:57;85677
1201;17.06.2020 09:02:11;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:57;85677
1202;17.06.2020 09:02:11;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:57;85677
1203;17.06.2020 09:02:11;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:57;85677
1204;17.06.2020 09:02:11;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:57;85677
1205;17.06.2020 09:02:11;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:47:57;85677
1206;16.06.2020 19:54:09;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;12:57:56;46676
1207;16.06.2020 19:50:06;A;Ya realiza recorrido completo entre cabeceras.;00:02:04;124
1208;16.06.2020 19:38:08;A;Servicio limitado entre las estaciones Plaza Miserere y Perú;00:09:55;595
1209;16.06.2020 19:34:12;A;Servicio limitado entre las estaciones Loria y Perú;00:01:56;116
1210;16.06.2020 12:52:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;20:00:03;72003
1211;16.06.2020 12:46:10;E;Ya realiza recorrido completo entre cabeceras.;00:03:57;237
1212;16.06.2020 12:36:07;E;Servicio limitado entre las estaciones Retiro y Avenida La Plata;00:07:56;476
1213;16.06.2020 09:02:02;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;10:30:00;37800
1214;16.06.2020 09:02:02;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:03;85803
1215;16.06.2020 09:02:02;C;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:03;85803
1216;16.06.2020 09:02:02;D;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:03;85803
1217;16.06.2020 09:02:02;E;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;03:32:10;12730
1218;16.06.2020 09:02:02;H;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;23:50:03;85803
1219;15.06.2020 11:02:03;A;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:04;78604
1220;15.06.2020 11:02:03;B;Por protocolo de prevención: circula con un servicio especial. Info www.metrovias.com.ar;21:50:04;78604
