orden;Fecha;Linea;Mensaje;Duración
7061;21.06.2018 23:50:02;U;Servicio interrumpido;00:42:00
7062;21.06.2018 23:32:03;U;Servicio con demora;00:16:09
7063;21.06.2018 23:28:12;U;Servicio interrumpido;00:02:00
7064;21.06.2018 19:24:12;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01
7065;21.06.2018 17:58:06;B;Interrumpida por falta de suministro de energía eléctrica;01:23:55
7066;21.06.2018 12:36:07;A;Ya circula con su frecuencia habitual;00:01:58
7067;21.06.2018 12:22:03;A;Con demora debido a la atención médica a un usuario a bordo de formación;00:11:59
7068;21.06.2018 12:16:08;E;Ya circula con su frecuencia habitual;00:01:58
7069;21.06.2018 11:56:02;E;Servicio con demora;00:18:01
7070;19.06.2018 23:26:02;B;Ya circula con su frecuencia habitual;00:04:00
7071;19.06.2018 22:08:03;B;Servicio con demora;01:13:59
7072;19.06.2018 22:08:03;D;Ya circula con su frecuencia habitual;00:00:00
7073;19.06.2018 21:34:02;D;Servicio con demora debido a un problema técnico en una formación;00:32:01
7074;19.06.2018 19:24:07;E;Ya circula con su frecuencia habitual;00:00:00
7075;19.06.2018 18:58:11;E;Servicio con demora debido a un problema técnico en una formación;00:23:51
7076;19.06.2018 16:32:06;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:55
7077;19.06.2018 12:34:11;P;Servicio interrumpido;03:55:56
7078;19.06.2018 11:40:03;P;Por obras de mejora los trenes no se detienen en Ana Díaz y G. Ezeiza;00:51:59
7079;18.06.2018 23:52:03;C;Ya circula con su frecuencia habitual;00:01:59
7080;18.06.2018 21:44:02;D;Ya circula con su frecuencia habitual;00:02:00
7081;18.06.2018 21:30:13;D;Servicio con demora;00:11:56
7082;18.06.2018 21:26:07;C;Servicio con demora;02:24:00
7083;18.06.2018 03:46:10;U;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:12:00
7084;18.06.2018 01:44:02;U;Interrupción por arrollamiento de persona;01:58:11
7085;15.06.2018 21:32:09;A;Ya circula con su frecuencia habitual;00:01:53
7086;15.06.2018 21:14:03;A;Servicio con demora;00:16:04
7087;15.06.2018 20:50:06;E;Servicio con demora;03:07:56
7088;15.06.2018 19:28:13;P;Servicio interrumpido por manifestantes que impiden el servicio;04:33:55
7089;15.06.2018 19:06:06;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7090;15.06.2018 18:42:07;B;Ya circula con su frecuencia habitual;00:00:00
7091;15.06.2018 18:36:03;B;Servicio con demora debido a la atención médica a un usuario;00:03:59
7092;15.06.2018 14:06:08;P;Servicio interrumpido;04:57:54
7093;15.06.2018 13:14:06;E;Ya circula con su frecuencia habitual;00:07:59
7094;15.06.2018 12:24:06;E;Servicio con demora;00:47:56
7095;15.06.2018 09:58:09;E;Servicio con demora debido a un problema técnico en una formación;02:23:56
7096;14.06.2018 23:12:06;B;Interrumpida por medida de fuerza gremial;03:24:05
7097;14.06.2018 23:12:06;C;Interrumpida por medida de fuerza gremial;03:24:05
7098;14.06.2018 23:12:06;D;Interrumpida por medida de fuerza gremial;03:24:05
7099;14.06.2018 23:10:08;E;Interrumpida por medida de fuerza gremial;03:26:03
7100;14.06.2018 23:08:12;A;Interrumpida por medida de fuerza gremial;03:27:59
7101;14.06.2018 23:08:12;H;Interrumpida por medida de fuerza gremial;03:27:59
7102;14.06.2018 23:04:01;P;Interrumpida por medida de fuerza gremial;03:32:10
7103;14.06.2018 21:48:05;E;Ya circula con su frecuencia habitual;00:04:00
7104;14.06.2018 21:10:08;E;Servicio con demora;00:35:59
7105;14.06.2018 19:34:09;C;Ya circula con su frecuencia habitual;00:02:09
7106;14.06.2018 19:12:02;C;Servicio con demora;00:20:18
7107;14.06.2018 19:04:02;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:10
7108;14.06.2018 18:08:08;C;Interrumpida por presencia de persona en zona de vías;00:54:12
7109;14.06.2018 18:04:19;C;Servicio interrumpido;00:01:52
7110;14.06.2018 16:02:08;A;Los trenes ya se detienen en todas las estaciones;00:01:58
7111;14.06.2018 13:24:10;U;Ya circula con su frecuencia habitual;00:03:59
7112;14.06.2018 12:16:09;E;Ya circula con su frecuencia habitual;00:04:05
7113;14.06.2018 12:08:02;E;Servicio con demora debido a un problema técnico en una formación;00:06:00
7114;14.06.2018 11:10:10;U;Servicio con demora;02:11:52
7115;14.06.2018 09:52:07;U;Ya circula con su frecuencia habitual;00:01:55
7116;14.06.2018 08:24:06;U;Servicio con demora;01:25:59
7117;14.06.2018 08:16:02;A;Los trenes no se detienen en Congreso por un operativo de seguridad en la vía pública;07:44:09
7118;13.06.2018 23:08:02;D;Ya circula con su frecuencia habitual;00:02:07
7119;13.06.2018 20:50:17;D;Con demora por presencia de manifestantes;02:15:45
7120;13.06.2018 08:04:02;A;Los trenes no se detienen en Congreso por un operativo de seguridad en la vía pública;18:24:06
7121;11.06.2018 22:56:02;H;Ya realiza su recorrido completo entre cabeceras;00:08:02
7122;11.06.2018 22:32:02;H;Servicio Limitado entre las estaciones Facultad de Derecho y P. Patricios;00:22:04
7123;11.06.2018 21:32:17;H;Servicio Limitado entre las estaciones Facultad de Derecho y P. Patricios;00:57:45
7124;11.06.2018 20:48:07;D;Ya circula con su frecuencia habitual;00:00:00
7125;11.06.2018 20:42:03;D;Servicio con demora;00:04:13
7126;11.06.2018 20:22:05;B;Ya circula con su frecuencia habitual;00:00:00
7127;11.06.2018 19:50:04;B;Servicio con demora debido a un problema técnico en una formación;00:00:00
7128;11.06.2018 17:34:11;D;Ya circula con su frecuencia habitual;00:00:00
7129;11.06.2018 17:30:02;D;Servicio con demora;00:02:02
7130;11.06.2018 17:06:12;D;Servicio con demora debido a un problema técnico en una formación;00:22:02
7131;11.06.2018 13:44:03;D;Ya circula con su frecuencia habitual;00:00:00
7132;11.06.2018 13:00:12;D;Servicio con demora;00:41:50
7133;11.06.2018 12:56:17;D;Ya realiza su recorrido completo entre cabeceras;00:01:58
7134;11.06.2018 12:30:02;D;Servicios limitados: Catedral-Agüero y Palermo-Congreso de Tucumán;00:24:00
7135;11.06.2018 12:24:15;D;Servicio limitado entre Catedral y Aguero;00:03:48
7136;09.06.2018 12:14:07;P;Por obras de mejora los trenes no se detienen en Pola;36:40:00
7137;09.06.2018 12:06:12;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:05:51
7138;09.06.2018 11:58:07;P;Interrupción debido a un problema técnico;00:04:07
7139;09.06.2018 11:56:06;P;Servicio interrumpido;00:00:00
7140;09.06.2018 11:44:03;P;Por obras de mejora los trenes no se detienen en Pola;00:10:12
7141;08.06.2018 22:50:16;C;Con demora por medida de fuerza gremial;02:47:46
7142;08.06.2018 22:38:02;C;Servicio con demora;00:10:01
7143;08.06.2018 20:00:13;H;Los trenes ya se detienen en todas las estaciones;00:01:54
7144;08.06.2018 15:36:11;A;Ya circula con su frecuencia habitual;00:01:51
7145;08.06.2018 14:46:04;A;Servicio con demora debido a un problema técnico;00:47:58
7146;08.06.2018 13:22:13;P;Los trenes ya se detienen en todas las estaciones;00:06:00
7147;08.06.2018 11:36:02;P;Por obras de mejora los trenes no se detienen en Fernández de la Cruz;01:44:14
7148;07.06.2018 19:36:11;C;Ya circula con su frecuencia habitual;00:02:05
7149;07.06.2018 19:24:11;C;Servicio con demora debido a un problema técnico;00:10:05
7150;07.06.2018 19:20:02;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:13
7151;07.06.2018 19:06:07;C;Interrupción debido a un problema técnico;00:11:55
7152;07.06.2018 18:52:03;E;Servicio con demora debido a un problema técnico;00:16:03
7153;07.06.2018 17:28:15;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7154;07.06.2018 17:28:15;D;Ya circula con su frecuencia habitual;00:00:00
7155;07.06.2018 17:22:07;D;Servicio con demora debido a un problema técnico;00:00:00
7156;07.06.2018 17:18:13;D;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7157;07.06.2018 17:10:14;C;Interrumpida por falta de suministro de energía eléctrica debido a causas ajenas;00:11:53
7158;07.06.2018 17:08:02;D;Interrumpida por falta de suministro de energía eléctrica debido a causas ajenas;00:08:02
7159;07.06.2018 14:42:07;P;Los trenes ya se detienen en todas las estaciones;00:03:55
7160;07.06.2018 13:56:02;C;Ya circula con su frecuencia habitual;00:02:10
7161;07.06.2018 11:56:09;P;Los trenes no se detienen en Ana María Janer por obras de mejora;02:43:57
7162;07.06.2018 11:44:02;P;Los trenes no se detienen en la estación Ana María Janer por obras de mejora;00:10:00
7163;07.06.2018 11:42:02;C;Servicio con demora debido a un problema técnico en una formación;02:12:00
7164;06.06.2018 19:52:15;H;Los trenes ya se detienen en todas las estaciones;00:03:50
7165;06.06.2018 19:24:05;D;Ya circula con su frecuencia habitual;00:00:00
7166;06.06.2018 19:20:02;D;Servicio con demora debido a un problema técnico;00:02:04
7167;06.06.2018 19:18:06;D;Ya realiza su recorrido completo entre cabeceras;00:00:00
7168;06.06.2018 19:14:02;D;Ya circula con su frecuencia habitual;00:02:03
7169;06.06.2018 18:52:13;D;Servicio limitado entre Congreso de Tucumán y Pueyrredón;00:20:01
7170;06.06.2018 18:50:11;D;Interrumpida por falta de suministro de energía eléctrica debido a causas ajenas;00:00:00
7171;06.06.2018 18:48:07;H;Los trenes no se detienen en Santa Fe;01:01:59
7172;06.06.2018 15:02:06;P;Los trenes ya se detienen en todas las estaciones;00:00:00
7173;06.06.2018 14:06:07;P;Por obras de mejora los trenes no se detienen en Escalada;00:53:55
7174;06.06.2018 12:32:02;P;Por obras de mejora los trenes no se detienen en Escalada y Somellera.;01:30:17
7175;06.06.2018 11:28:11;E;Ya circula con su frecuencia habitual;00:01:51
7176;06.06.2018 10:58:14;E;Servicio con demora;00:27:58
7177;06.06.2018 10:58:14;P;Por obras de mejora los trenes no se detienen en Escalada y Somellera.;01:31:52
7178;05.06.2018 22:46:10;E;Ya circula con su frecuencia habitual;00:01:59
7179;05.06.2018 22:14:17;P;Servicio interrumpido por manifestantes que impiden el servicio;01:59:53
7180;05.06.2018 18:24:11;E;Servicio con demora debido a un problema técnico;04:19:58
7181;05.06.2018 12:52:02;E;Ya circula con su frecuencia habitual;00:02:01
7182;05.06.2018 12:50:18;E;Ya circula con su frecuencia habitual;00:00:00
7183;05.06.2018 12:24:02;E;Servicio con demora;00:24:04
7184;05.06.2018 08:48:37;E;Servicio con demora por obras de mejora;00:03:27
7185;04.06.2018 23:10:13;D;Ya circula con su frecuencia habitual;00:01:57
7186;04.06.2018 22:28:02;D;Servicio con demora;00:40:16
7187;04.06.2018 22:00:13;U;Ya realiza su recorrido completo entre cabeceras;00:02:03
7188;04.06.2018 21:30:17;U;Servicio limitado entre Federico Lacroze y Campo de Mayo 18:28 hs.;00:25:47
7189;04.06.2018 16:22:02;B;Por filtración de agua ajena a la empresa los trenes no se detienen en Florida;10:08:04
7190;04.06.2018 14:14:04;D;Ya circula con su frecuencia habitual;00:00:00
7191;04.06.2018 13:52:15;D;Servicio con demora debido a la atención médica a un usuario;00:20:01
7192;04.06.2018 13:22:16;B;Los trenes no se detienen en Florida;02:57:47
7193;04.06.2018 11:48:08;E;Ya circula con su frecuencia habitual;00:04:07
7194;04.06.2018 10:40:01;E;Servicio con demora;01:06:05
7195;04.06.2018 10:16:05;B;Los trenes no se detienen en Florida;03:04:07
7196;04.06.2018 09:12:06;B;Los trenes no se detienen en Florida;00:58:10
7197;04.06.2018 09:04:10;B;Los trenes no se detienen en Florida;00:06:01
7198;04.06.2018 08:36:14;B;Servicio con demora debido a un problema técnico en una formación;00:23:48
7199;03.06.2018 11:04:02;B;Los trenes no se detienen en Florida;14:36:00
7200;03.06.2018 11:00:07;B;Los trenes no se detienen en Florida;00:00:00
7201;01.06.2018 18:08:09;B;Ya circula con su frecuencia habitual;00:00:00
7202;01.06.2018 18:06:02;B;Servicio con demora;00:00:00
7203;01.06.2018 18:04:12;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
7204;01.06.2018 17:56:09;B;Servicio limitado entre Juan Manuel de Rosas y Carlos Pellegrini;00:06:04
7205;01.06.2018 17:52:03;P;Servicio interrumpido por manifestantes que impiden el servicio;07:08:00
7206;01.06.2018 13:02:02;D;Ya circula con su frecuencia habitual;00:04:00
7207;01.06.2018 12:58:10;D;Ya circula con su frecuencia habitual;00:01:56
7208;01.06.2018 12:44:02;D;Servicio con demora debido a un problema técnico en una formación;00:12:04
7209;01.06.2018 11:24:01;U;Ya circula con su frecuencia habitual;00:26:07
7210;01.06.2018 10:24:03;U;Servicio con demora;00:54:09
7211;01.06.2018 10:12:02;U;Servicio con demora por atención médica a un usuario;00:10:10
7212;01.06.2018 09:04:08;E;Ya circula con su frecuencia habitual;00:03:53
7213;01.06.2018 08:50:02;E;Servicio con demora;00:12:00
7214;31.05.2018 22:04:01;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:11
7215;31.05.2018 16:24:08;A;Ya circula con su frecuencia habitual;00:01:53
7216;31.05.2018 16:18:08;A;Servicio con demora debido a la atención médica a un usuario;00:04:01
7217;31.05.2018 13:16:02;P;Servicio interrumpido;08:46:00
7218;31.05.2018 11:22:14;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:56
7219;31.05.2018 10:52:05;B;Servicio interrumpido;00:26:05
7220;31.05.2018 10:42:07;B;Servicio con demora;00:07:58
7221;28.05.2018 21:14:10;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:52
7222;28.05.2018 20:58:14;P;Interrupción debido a un problema técnico en una formación;00:11:48
7223;28.05.2018 09:24:09;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:00
7224;28.05.2018 09:08:01;C;Interrupción debido a un problema técnico en una formación;00:14:07
7225;27.05.2018 22:32:08;E;Servicio con demora;00:59:54
7226;27.05.2018 22:10:08;H;Servicio Limitado entre las estaciones Facultad de Derecho y P. Patricios;00:05:55
7227;27.05.2018 12:56:11;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:00
7228;27.05.2018 11:56:03;E;Servicio limitado entre Pza. de los Virreyes y San José;00:58:09
7229;27.05.2018 11:36:08;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:55
7230;27.05.2018 11:12:06;E;Interrupción debido a un problema técnico;00:11:56
7231;26.05.2018 11:40:06;P;Ya realiza su recorrido completo entre cabeceras;00:44:05
7232;26.05.2018 11:04:02;P;Único destino: General Savio;00:34:00
7233;26.05.2018 09:24:12;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:37:56
7234;26.05.2018 09:20:08;E;Interrumpida por obras de mejora;00:00:00
7235;26.05.2018 09:12:02;E;Interrumpida por causas ajenas a la empresa;00:06:01
7236;25.05.2018 15:32:02;A;Ya realiza su recorrido completo entre cabeceras;00:02:00
7237;25.05.2018 15:32:02;D;Ya realiza su recorrido completo entre cabeceras;00:02:00
7238;25.05.2018 15:32:02;E;Ya realiza su recorrido completo entre cabeceras;00:02:00
7239;25.05.2018 10:56:02;A;Servicio limitado entre Perú y San Pedrito;04:28:00
7240;25.05.2018 10:56:02;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;04:28:00
7241;25.05.2018 10:56:02;E;Servicio limitado entre Plaza de los Virreyes y Belgrano;04:28:00
7242;24.05.2018 23:52:11;B;Ya circula con su frecuencia habitual;00:01:50
7243;24.05.2018 23:44:05;U;Servicio con demora debido a la atención médica a un usuario;00:41:57
7244;24.05.2018 22:16:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7245;24.05.2018 22:10:02;P;Interrumpida por causas ajenas a la empresa;00:02:10
7246;24.05.2018 21:14:18;B;Servicio con demora debido a un problema técnico;02:35:50
7247;24.05.2018 19:42:11;B;Ya circula con su frecuencia habitual;00:01:51
7248;24.05.2018 19:32:02;B;Servicio con demora debido a la atención médica a un usuario;00:08:00
7249;24.05.2018 19:26:02;B;Interrupción debido a la atención médica a un usuario;00:04:00
7250;24.05.2018 17:34:13;A;Los trenes ya se detienen en todas las estaciones;00:00:00
7251;24.05.2018 17:14:11;A;Los trenes no se detienen en Alberti;00:17:51
7252;24.05.2018 14:44:02;E;Ya circula con su frecuencia habitual;00:00:00
7253;24.05.2018 14:14:02;E;Servicio con demora;00:26:08
7254;24.05.2018 14:12:03;E;Ya realiza su recorrido completo entre cabeceras;00:00:00
7255;24.05.2018 13:52:02;P;Los trenes ya se detienen en todas las estaciones;00:16:12
7256;24.05.2018 13:40:02;E;Servicio limitado entre Bolívar - Entre Ríos y Boedo - Plaza de los Virreyes;00:28:12
7257;24.05.2018 13:36:14;E;Servicio limitado entre Pza. de los Virreyes y Boedo;00:01:58
7258;24.05.2018 12:46:10;D;Ya circula con su frecuencia habitual;00:01:52
7259;24.05.2018 12:08:07;D;Servicio con demora debido a un problema técnico en una formación;00:36:08
7260;24.05.2018 12:08:07;P;Por obras de mejora los trenes no se detienen en Pola y Balbastro.;01:42:08
7261;23.05.2018 23:16:01;E;Ya circula con su frecuencia habitual;00:04:00
7262;23.05.2018 21:56:09;E;Servicio con demora;01:17:59
7263;23.05.2018 21:52:02;E;Ya realiza su recorrido completo entre cabeceras;00:02:07
7264;23.05.2018 21:32:09;E;Servicio limitado entre Pza. de los Virreyes y San José;00:17:57
7265;23.05.2018 21:30:02;B;Ya circula con su frecuencia habitual;00:02:07
7266;23.05.2018 21:10:06;E;Servicio limitado entre Pza. de los Virreyes y San José;00:18:05
7267;23.05.2018 20:54:13;B;Servicio con demora debido a un problema técnico;00:33:58
7268;23.05.2018 17:34:12;P;Los trenes ya se detienen en todas las estaciones;00:01:49
7269;23.05.2018 12:34:05;P;Por obras de mejora los trenes no se detienen en Pte. Illia y Mariano Acosta.;04:57:57
7270;23.05.2018 12:08:12;P;Por obras de mejora los trenes no se detienen en Pte. Illia y Mariano Acosta.;00:21:56
7271;22.05.2018 16:42:10;A;Servicio interrumpido por medida de fuerza gremial;10:15:55
7272;22.05.2018 16:42:10;B;Servicio interrumpido por medida de fuerza gremial;10:15:55
7273;22.05.2018 16:42:10;C;Servicio interrumpido por medida de fuerza gremial;10:15:55
7274;22.05.2018 16:42:10;D;Servicio interrumpido por medida de fuerza gremial;10:15:55
7275;22.05.2018 16:42:10;E;Servicio interrumpido por medida de fuerza gremial;10:15:55
7276;22.05.2018 16:42:10;H;Servicio interrumpido por medida de fuerza gremial;10:15:55
7277;22.05.2018 16:42:10;P;Servicio interrumpido por medida de fuerza gremial;10:15:55
7278;22.05.2018 16:26:02;A;Interrumpida por medida de fuerza gremial;00:00:00
7279;22.05.2018 16:26:02;B;Interrumpida por medida de fuerza gremial;00:00:00
7280;22.05.2018 16:26:02;C;Interrumpida por medida de fuerza gremial;00:00:00
7281;22.05.2018 16:26:02;D;Interrumpida por medida de fuerza gremial;00:00:00
7282;22.05.2018 14:32:02;B;Ya realiza su recorrido completo entre cabeceras;00:02:13
7283;22.05.2018 14:06:02;B;Servicio limitado entre L. N. Alem y Los Incas;00:24:11
7284;22.05.2018 13:22:02;H;Interrumpida por medida de fuerza gremial;03:04:00
7285;22.05.2018 13:02:03;D;Ya circula con su frecuencia habitual;00:01:59
7286;22.05.2018 13:02:03;H;Servicio limitado entre Córdoba y Hospitales;00:18:02
7287;22.05.2018 13:00:12;D;Ya circula con su frecuencia habitual;00:00:00
7288;22.05.2018 12:40:02;D;Servicio con demora;00:14:07
7289;22.05.2018 12:36:03;D;Ya realiza su recorrido completo entre cabeceras;00:02:11
7290;22.05.2018 12:20:02;D;Servicio limitado entre Catedral Y Plaza Italia;00:14:00
7291;22.05.2018 11:54:02;D;Ya realiza su recorrido completo entre cabeceras;00:04:12
7292;22.05.2018 11:38:02;D;Servicio limitado entre Catedral y Aguero;00:14:01
7293;22.05.2018 11:36:12;D;Interrupción debido a la atención médica a un usuario;00:00:00
7294;22.05.2018 11:32:02;D;Servicio con demora debido a la atención médica a un usuario;00:02:07
7295;22.05.2018 09:26:07;E;Interrumpida por medida de fuerza gremial;06:59:55
7296;22.05.2018 09:26:07;H;Interrumpida por medida de fuerza gremial;03:34:05
7297;22.05.2018 09:26:07;P;Interrumpida por medida de fuerza gremial;06:59:55
7298;22.05.2018 08:10:03;E;Servicio interrumpido por medida de fuerza gremial;01:14:10
7299;22.05.2018 08:10:03;H;Servicio interrumpido por medida de fuerza gremial;01:14:10
7300;22.05.2018 08:10:03;P;Servicio interrumpido por medida de fuerza gremial;01:14:10
7301;21.05.2018 21:22:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:06:01
7302;21.05.2018 20:20:07;P;Servicio interrumpido por manifestantes que impiden el servicio;00:59:55
7303;21.05.2018 19:42:09;E;Ya circula con su frecuencia habitual;00:01:54
7304;21.05.2018 19:20:13;E;Servicio con demora debido a un problema técnico;00:19:49
7305;21.05.2018 19:18:06;E;Servicio con demora;00:00:00
7306;21.05.2018 16:20:08;B;Ya circula con su frecuencia habitual;00:02:06
7307;21.05.2018 15:42:08;B;Con demora por una formación detenida debido a un problema técnico;00:36:05
7308;21.05.2018 15:40:08;B;Servicio con demora debido a un problema técnico en una formación;00:00:00
7309;21.05.2018 12:28:05;B;Ya circula con su frecuencia habitual;00:06:04
7310;21.05.2018 12:16:02;B;Servicio con demora;00:10:10
7311;21.05.2018 12:14:03;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7312;21.05.2018 12:10:14;E;Ya circula con su frecuencia habitual;00:01:49
7313;21.05.2018 12:02:16;B;Interrupción debido a un problema técnico en una formación;00:09:47
7314;21.05.2018 11:58:15;B;Servicio con demora debido a un problema técnico en una formación;00:01:58
7315;21.05.2018 11:24:07;E;Servicio con demora debido a un problema técnico;00:44:03
7316;21.05.2018 10:30:14;D;Ya realiza su recorrido completo entre cabeceras;00:00:00
7317;21.05.2018 10:24:01;D;Servicio limitado entre Congreso de Tucumán y Scalabrini Ortiz;00:04:02
7318;21.05.2018 10:12:09;D;Interrupción debido a un problema técnico en una formación;00:10:00
7319;21.05.2018 10:06:02;D;Servicio con demora debido a un problema técnico en una formación;00:04:02
7320;20.05.2018 21:32:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:27:59
7321;20.05.2018 20:36:03;P;Interrupción por procedimiento policial;00:51:59
7322;20.05.2018 10:50:02;A;Por obras de mejora: Servicio limitado entre Perú y San Pedrito;14:54:05
7323;19.05.2018 01:46:07;D;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:59
7324;19.05.2018 01:40:14;D;Servicio limitado entre Congreso de Tucumán y 9 de Julio;00:03:57
7325;18.05.2018 22:48:06;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:56
7326;18.05.2018 22:20:02;P;Interrupción debido a un problema técnico;00:26:10
7327;18.05.2018 20:32:13;E;Ya realiza su recorrido completo entre cabeceras;00:01:55
7328;18.05.2018 20:24:03;E;Servicio limitado entre Bolívar y Av. La Plata;00:06:10
7329;18.05.2018 20:14:06;E;Interrupción debido a un problema técnico;00:08:00
7330;18.05.2018 17:40:05;D;Ya circula con su frecuencia habitual;00:01:57
7331;18.05.2018 16:48:02;A;Ya circula con su frecuencia habitual;00:02:01
7332;18.05.2018 16:18:15;A;Servicio con demora debido a un problema técnico;00:27:47
7333;18.05.2018 15:24:05;D;Servicio con demora;02:13:57
7334;18.05.2018 15:20:02;D;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:00
7335;18.05.2018 15:02:03;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:05:59
7336;18.05.2018 12:36:12;E;Ya circula con su frecuencia habitual;00:01:50
7337;18.05.2018 11:46:06;E;Servicio con demora;00:47:59
7338;18.05.2018 11:44:02;E;Ya realiza su recorrido completo entre cabeceras;00:00:00
7339;18.05.2018 11:40:06;E;Servicio limitado entre Pza. de los Virreyes y Boedo;00:02:00
7340;18.05.2018 11:38:02;E;Servicio con demora debido a un problema técnico en una formación;00:00:00
7341;18.05.2018 07:56:07;C;Interrumpida por medida de fuerza gremial;07:03:55
7342;18.05.2018 07:56:07;D;Interrumpida por medida de fuerza gremial;07:21:55
7343;17.05.2018 22:02:12;C;Ya circula con su frecuencia habitual;00:01:50
7344;17.05.2018 21:52:13;C;Servicio con demora debido a un problema técnico;00:07:59
7345;17.05.2018 20:48:02;B;Ya realiza su recorrido completo entre cabeceras;00:00:00
7346;17.05.2018 20:38:13;E;Servicio con demora debido a un problema técnico;03:30:02
7347;17.05.2018 17:18:02;B;Servicio limitado entre J. M. de Rosas y F. Lacroze;03:28:11
7348;17.05.2018 16:28:06;B;Servicio interrumpido;00:47:59
7349;17.05.2018 13:24:11;B;Ya circula con su frecuencia habitual;00:02:09
7350;17.05.2018 13:16:02;B;Servicio con demora debido a un problema técnico en una formación;00:06:01
7351;17.05.2018 12:58:20;U;Ya circula con su frecuencia habitual;00:15:42
7352;17.05.2018 11:40:02;A;Ya circula con su frecuencia habitual;00:02:13
7353;17.05.2018 11:24:03;A;Servicio con demora debido a un problema técnico;00:14:02
7354;17.05.2018 11:20:13;A;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:49
7355;17.05.2018 11:16:03;H;Ya realiza su recorrido completo entre cabeceras;00:02:08
7356;17.05.2018 11:14:02;A;Interrupción debido a un problema técnico;00:04:09
7357;17.05.2018 11:12:15;A;Servicio con demora debido a un problema técnico;00:00:00
7358;17.05.2018 11:08:12;A;Ya realiza su recorrido completo entre cabeceras;00:02:04
7359;17.05.2018 10:56:10;A;Interrupción debido a un problema técnico;00:10:03
7360;17.05.2018 10:44:13;U;Servicio con demora;02:11:58
7361;17.05.2018 08:10:03;H;Servicio limitado Santa Fé - Hospitales por por obras de extensión de la línea H;03:03:59
7362;17.05.2018 07:54:02;H;Servicio limitado Santa Fé - Hospitales por por obras de extensión de la línea H;00:10:01
7363;16.05.2018 21:04:08;E;Servicio con demora;03:09:57
7364;16.05.2018 21:02:02;E;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
7365;16.05.2018 20:04:07;E;Interrupción debido a un problema técnico en una formación;00:55:55
7366;16.05.2018 20:00:02;E;Servicio con demora debido a un problema técnico;00:02:00
7367;16.05.2018 19:56:02;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:04:00
7368;16.05.2018 19:02:14;C;Interrupción debido a un problema técnico en una formación;00:51:49
7369;16.05.2018 15:04:03;B;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:02
7370;16.05.2018 15:02:11;A;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:03:54
7371;16.05.2018 13:50:02;D;Ya circula con su frecuencia habitual;00:02:00
7372;16.05.2018 13:50:02;E;Ya circula con su frecuencia habitual;00:02:00
7373;16.05.2018 13:48:06;E;Servicio con demora;00:00:00
7374;16.05.2018 12:32:06;D;Servicio con demora;01:16:00
7375;16.05.2018 12:32:06;E;Servicio con demora debido a un problema técnico en una formación;01:14:08
7376;16.05.2018 08:12:14;A;Interrumpida por medida de fuerza gremial;06:48:00
7377;16.05.2018 08:12:14;B;Interrumpida por medida de fuerza gremial;06:49:57
7378;15.05.2018 22:04:02;E;Ya circula con su frecuencia habitual;00:02:01
7379;15.05.2018 21:46:21;E;Servicio con demora debido a un problema técnico;00:15:44
7380;15.05.2018 21:12:15;E;Ya circula con su frecuencia habitual;00:05:50
7381;15.05.2018 20:56:02;D;Ya circula con su frecuencia habitual;00:02:18
7382;15.05.2018 20:32:02;E;Servicio con demora;00:38:00
7383;15.05.2018 20:30:10;D;Servicio con demora debido a un problema técnico;00:24:08
7384;15.05.2018 20:30:10;E;Ya circula con su frecuencia habitual;00:00:00
