orden;Fecha;Linea;Mensaje;Duración
1944;09.03.2020 16:08:06;P;Servicio interrumpido por falta de custodia policial;00:55:59
1945;09.03.2020 08:32:10;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;08:15:58
1946;08.03.2020 22:38:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito.;03:04:06
1947;08.03.2020 22:34:08;A;Ya realiza el recorrido completo entre las estaciones Perú y San Pedrito;00:02:00
1948;08.03.2020 22:18:07;A;Servicio limitado entre las estaciones San José de Flores y Perú;00:13:59
1949;08.03.2020 17:06:05;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:08:01
1950;08.03.2020 16:06:09;P;Servicio interrumpido por falta de custodia policial;00:57:58
1951;08.03.2020 13:08:02;B;Ya realiza recorrido completo entre cabeceras.;00:02:01
1952;08.03.2020 13:00:13;B;Servicio limitado entre las estaciones Leandro N. Alem y Los Incas;00:05:49
1953;08.03.2020 12:30:08;B;Ya realiza recorrido completo entre cabeceras.;00:00:00
1954;08.03.2020 12:28:07;B;Servicio limitado entre las estaciones Leandro N. Alem y Los Incas;00:00:00
1955;08.03.2020 11:02:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito.;11:14:03
1956;07.03.2020 21:10:09;B;Ya circula con su frecuencia habitual;00:01:59
1957;07.03.2020 20:50:08;B;Servicio con demora;00:18:01
1958;07.03.2020 20:46:05;B;Ya realiza recorrido completo entre cabeceras.;00:01:58
1959;07.03.2020 20:26:05;B;Servicio limitado entre las estaciones Leandro N. Alem y Medrano;00:18:00
1960;07.03.2020 20:04:05;B;Servicio con demora;00:19:58
1961;07.03.2020 20:00:06;B;Ya realiza recorrido completo entre cabeceras.;00:02:02
1962;07.03.2020 19:46:05;B;Servicio limitado entre las estaciones Juan Manuel de Rosas y Carlos Pellegrini;00:11:57
1963;07.03.2020 17:04:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:02
1964;07.03.2020 16:02:02;P;Servicio interrumpido por falta de custodia policial;01:00:02
1965;07.03.2020 12:40:02;B;Ya realiza recorrido completo entre cabeceras.;00:02:03
1966;07.03.2020 12:22:02;B;Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano;00:16:04
1967;07.03.2020 09:02:05;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;17:50:03
1968;06.03.2020 20:28:05;B;Ya circula con su frecuencia habitual;00:02:01
1969;06.03.2020 19:50:05;B;Servicio con demora;00:36:00
1970;06.03.2020 19:40:06;B;Ya realiza recorrido completo entre cabeceras.;00:01:56
1971;06.03.2020 19:06:05;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;07:44:09
1972;06.03.2020 19:04:02;A;Ya circula con su frecuencia habitual;00:00:00
1973;06.03.2020 18:52:04;A;Servicio con demora debido a una causa técnica.;00:10:02
1974;06.03.2020 18:44:08;B;Servicio limitado entre las estaciones Leandro N. Alem y Federico Lacroze;00:53:56
1975;06.03.2020 18:36:05;B;Servicio interrumpido debido a una causa técnica.;00:06:04
1976;06.03.2020 17:06:02;E;Normaliza su servicio;00:02:05
1977;06.03.2020 17:04:03;P;Ya circula con su frecuencia habitual;00:00:00
1978;06.03.2020 16:56:03;B;Servicio limitado entre las estaciones Leandro N. Alem y Federico Lacroze;01:38:01
1979;06.03.2020 16:18:06;E;Servicio con demora debido a una causa técnica.;00:45:57
1980;06.03.2020 16:12:10;P;Servicio interrumpido por falta de custodia policial;00:49:52
1981;06.03.2020 10:14:04;D;Ya circula con su frecuencia habitual;00:06:01
1982;06.03.2020 09:56:05;D;Servicio con demora por una formación detenida debido a una causa técnica.;00:15:58
1983;06.03.2020 08:32:10;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;10:17:53
1984;05.03.2020 17:08:12;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:58
1985;05.03.2020 16:14:02;P;Servicio interrumpido por falta de custodia policial;00:52:02
1986;05.03.2020 15:08:29;E;Normaliza su servicio;00:05:37
1987;05.03.2020 12:24:22;D;Ya circula con su frecuencia habitual;00:03:40
1988;05.03.2020 12:12:05;D;Servicio con demora debido a una causa técnica.;00:10:10
1989;05.03.2020 11:56:02;E;Servicio con demora;03:10:00
1990;05.03.2020 11:32:04;E;Normaliza su servicio;00:03:59
1991;05.03.2020 09:16:08;E;Servicio con demora;02:13:54
1992;05.03.2020 08:34:09;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:17:56
1993;04.03.2020 23:20:02;E;Normaliza su servicio;00:02:00
1994;04.03.2020 22:18:08;E;Servicio con demora;00:59:57
1995;04.03.2020 22:16:02;E;Ya realiza recorrido completo entre cabeceras.;00:00:00
1996;04.03.2020 21:36:03;E;Servicio limitado entre Retiro - Entre Ríos y Boedo - Plaza de los Virreyes;00:38:02
1997;04.03.2020 21:28:04;E;Servicio con demora;00:06:05
1998;04.03.2020 21:24:09;E;Ya realiza recorrido completo entre cabeceras.;00:01:58
1999;04.03.2020 21:22:03;E;Servicio limitado entre las estaciones Plaza de los Virreyes y Boedo;00:00:00
2000;04.03.2020 21:16:07;E;Servicio con demora por procedimiento policial.;00:03:58
2001;04.03.2020 17:06:03;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:02
2002;04.03.2020 16:44:04;P;Servicio interrumpido por falta de custodia policial;00:20:00
2003;04.03.2020 16:06:02;P;Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.;00:36:06
2004;04.03.2020 14:52:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;11:58:06
2005;04.03.2020 14:48:04;A;Ya circula con su frecuencia habitual;00:02:04
2006;04.03.2020 13:12:06;A;Servicio con demora debido a una causa técnica.;01:33:58
2007;04.03.2020 11:12:02;E;Normaliza su servicio;00:04:03
2008;04.03.2020 09:12:05;E;Servicio con demora;01:58:08
2009;04.03.2020 08:32:09;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;04:37:59
2010;04.03.2020 00:00:02;E;Normaliza su servicio;00:02:05
2011;03.03.2020 23:32:02;E;Servicio con demora;00:26:06
2012;03.03.2020 23:30:05;E;Ya realiza recorrido completo entre cabeceras.;00:00:00
2013;03.03.2020 23:26:02;E;Servicio limitado entre las estaciones Retiro y Avenida La Plata;00:02:04
2014;03.03.2020 19:56:08;D;Ya realiza recorrido completo entre cabeceras.;00:00:00
2015;03.03.2020 19:50:04;D;Servicio limitado entre las estaciones Catedral y Agüero;00:04:01
2016;03.03.2020 19:48:07;D;Servicio con demora debido a la atención médica a un usuario a bordo de formación;00:00:00
2017;03.03.2020 17:04:08;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
2018;03.03.2020 16:30:02;B;Ya realiza recorrido completo entre cabeceras.;00:02:00
2019;03.03.2020 16:22:04;P;Servicio interrumpido por falta de custodia policial;00:40:05
2020;03.03.2020 16:14:04;B;Servicio limitado entre las estaciones Alem - Gallardo y Dorrego-Rosas;00:13:59
2021;03.03.2020 15:34:06;E;Normaliza su servicio;00:01:57
2022;03.03.2020 13:58:08;E;Servicio con demora debido a una causa técnica.;01:33:54
2023;03.03.2020 13:22:04;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:33:58
2024;03.03.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:04
2025;02.03.2020 23:04:02;P;Servicio interrumpido por manifestantes que impiden el servicio;01:30:00
2026;02.03.2020 21:58:08;B;Ya realiza recorrido completo entre cabeceras.;00:01:54
2027;02.03.2020 21:54:05;B;Servicio Limitado entre las estaciones Juan Manuel de Rosas y Medrano;00:02:00
2028;02.03.2020 21:50:10;B;Servicio con demora por una formación detenida debido a una causa técnica.;00:01:57
2029;02.03.2020 19:18:02;B;Ya circula con su frecuencia habitual;00:02:06
2030;02.03.2020 19:00:06;B;Servicio con demora;00:16:00
2031;02.03.2020 18:56:03;B;Ya realiza recorrido completo entre cabeceras.;00:02:00
2032;02.03.2020 18:56:03;D;Ya realiza recorrido completo entre cabeceras.;00:02:00
2033;02.03.2020 18:46:09;B;Servicio limitado entre las estaciones Leandro N. Alem y Los Incas;00:07:58
2034;02.03.2020 18:36:04;D;Servicio limitado entre las estaciones Catedral y Carranza;00:18:03
2035;02.03.2020 17:14:09;P;Ya realiza su recorrido completo entre cabeceras;00:02:01
2036;02.03.2020 16:02:05;P;Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.;01:09:59
2037;02.03.2020 11:48:06;E;Normaliza su servicio;00:03:59
2038;02.03.2020 10:54:05;E;Servicio con demora debido a una causa técnica.;00:51:57
2039;02.03.2020 08:34:06;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:02
2040;01.03.2020 18:46:09;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;07:01:58
2041;01.03.2020 18:42:04;A;Los trenes ya se detienen en todas las estaciones;00:02:05
2042;01.03.2020 17:36:02;A;Los trenes no se detienen en Congreso por operativo de seguridad en la vía pública;01:04:05
2043;01.03.2020 17:34:02;A;Ya circula con su frecuencia habitual;00:00:00
2044;01.03.2020 16:58:08;A;Los trenes no se detienen en Congreso por operativo de seguridad y circula con demora;00:33:54
2045;01.03.2020 16:56:07;A;Ya realiza el recorrido completo entre las estaciones Perú y San Pedrito;00:00:00
2046;01.03.2020 16:08:11;A;Servicio limitado Miserere y San pedrito Por operativo de seguridad en la vía pública;00:45:55
2047;01.03.2020 16:06:02;A;Servicio limitado entre las estaciones Plaza Miserere y San Pedrito;00:00:00
2048;01.03.2020 15:58:06;A;Servicio limitado Miserere y San pedrito Por operativo de seguridad en la vía pública;00:05:58
2049;01.03.2020 15:56:02;A;Servicio limitado entre las estaciones Plaza Miserere y San Pedrito;00:00:00
2050;01.03.2020 11:02:04;A;Servicio limitado Miserere y San pedrito Por operativo de seguridad en la vía pública;04:52:01
2051;29.02.2020 19:54:02;P;Ya realiza su recorrido completo entre cabeceras;00:04:09
2052;29.02.2020 17:22:07;P;Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico;02:29:57
2053;29.02.2020 17:00:07;C;Ya realiza recorrido completo entre cabeceras.;00:01:58
2054;29.02.2020 15:34:02;C;Servicio limitado entre las estaciones San Martín y Constitución;01:24:01
2055;29.02.2020 09:04:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;17:46:12
2056;29.02.2020 00:02:06;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;02:47:59
2057;28.02.2020 23:56:05;A;Ya circula con su frecuencia habitual;00:04:01
2058;28.02.2020 23:10:12;A;Servicio con demora;00:43:50
2059;28.02.2020 23:08:02;A;Ya realiza recorrido completo entre cabeceras.;00:00:00
2060;28.02.2020 23:02:04;A;Servicio limitado entre las estaciones San Pedrito y Piedras;00:03:58
2061;28.02.2020 23:00:07;A;Servicio con demora por una formación detenida debido a una causa técnica.;00:00:00
2062;28.02.2020 19:08:05;P;Los trenes ya se detienen en todas las estaciones;00:00:00
2063;28.02.2020 16:52:08;P;Los trenes no se detienen en la estación Fernández de la Cruz por obras de mejora;02:13:54
2064;28.02.2020 16:06:02;E;Normaliza su servicio;00:08:02
2065;28.02.2020 15:28:09;E;Servicio con demora debido a una causa técnica.;00:35:56
2066;28.02.2020 11:00:12;C;Ya circula con su frecuencia habitual;00:03:55
2067;28.02.2020 10:24:02;C;Servicio con demora debido a una causa técnica.;00:34:02
2068;28.02.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;14:26:07
2069;27.02.2020 20:32:05;P;Los trenes ya se detienen en todas las estaciones;00:02:02
2070;27.02.2020 17:16:02;P;Los trenes no se detienen en la estación Pola por obras de mejora;03:14:11
2071;27.02.2020 08:32:05;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:20:04
2072;26.02.2020 19:44:04;P;Los trenes ya se detienen en todas las estaciones;00:00:00
2073;26.02.2020 18:04:06;P;Los trenes no se detienen en la estación Ana Díaz por obras de mejora.;01:37:58
2074;26.02.2020 17:58:05;P;Los trenes ya se detienen en todas las estaciones;00:03:58
2075;26.02.2020 16:22:02;P;Los trenes no se detienen en la estación Cecilia Grierson por obras de mejora;01:34:06
2076;26.02.2020 13:36:02;C;Ya circula con su frecuencia habitual;00:04:10
2077;26.02.2020 12:20:02;C;Servicio con demora;01:14:00
2078;26.02.2020 12:18:02;C;Servicio limitado entre las estaciones San Martín y Constitución;00:00:00
2079;26.02.2020 11:04:02;E;Normaliza su servicio;00:08:00
2080;26.02.2020 10:40:02;C;Servicio con demora;01:36:08
2081;26.02.2020 10:28:02;E;Servicio con demora;00:34:00
2082;26.02.2020 10:08:03;E;Normaliza su servicio;00:02:02
2083;26.02.2020 08:42:05;E;Servicio con demora;01:23:58
2084;26.02.2020 08:34:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:18:04
2085;25.02.2020 11:02:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;14:46:04
2086;24.02.2020 13:54:06;E;Normaliza su servicio;00:06:00
2087;24.02.2020 13:12:07;E;Servicio con demora;00:39:55
2088;24.02.2020 11:02:06;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;14:49:56
2089;23.02.2020 23:48:05;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:05:59
2090;23.02.2020 23:24:05;P;Servicio interrumpido debido a una causa técnica;00:22:02
2091;23.02.2020 11:02:04;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;14:44:02
2092;22.02.2020 17:12:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;09:42:03
2093;22.02.2020 17:08:07;A;Ya realiza recorrido completo entre cabeceras.;00:01:55
2094;22.02.2020 16:46:09;A;Servicio limitado entre las estaciones Loria y Perú;00:19:56
2095;22.02.2020 11:06:07;C;Ya realiza recorrido completo entre cabeceras.;00:00:00
2096;22.02.2020 10:48:02;C;Servicio limitado entre las estaciones Retiro y San Juan;00:16:04
2097;22.02.2020 10:30:02;C;Servicio interrumpido debido a una causa técnica.;00:16:01
2098;22.02.2020 09:02:01;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;07:42:02
2099;21.02.2020 23:32:02;E;Normaliza su servicio;00:02:03
2100;21.02.2020 22:12:09;E;Servicio con demora debido a una causa técnica.;01:17:59
2101;21.02.2020 17:52:09;B;Ya circula con su frecuencia habitual;00:00:00
2102;21.02.2020 17:14:06;B;Servicio con demora debido a una causa técnica.;00:35:58
2103;21.02.2020 16:34:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;10:16:00
2104;21.02.2020 16:30:03;A;Ya circula con su frecuencia habitual;00:02:01
2105;21.02.2020 16:04:02;A;Servicio con demora;00:24:01
2106;21.02.2020 16:00:05;A;Ya realiza el recorrido completo entre las estaciones Perú y San Pedrito;00:01:58
2107;21.02.2020 15:50:02;A;Servicio limitado entre Loria - Perú y Río de Janeiro - San Pedrito;00:08:03
2108;21.02.2020 08:30:11;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;07:17:51
2109;20.02.2020 15:36:06;E;Normaliza su servicio;00:03:57
2110;20.02.2020 15:04:03;E;Servicio con demora;00:30:04
2111;20.02.2020 08:32:04;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:19:58
2112;19.02.2020 23:42:01;C;Ya circula con su frecuencia habitual;00:06:07
2113;19.02.2020 23:18:03;C;Servicio con demora por procedimiento policial.;00:20:01
2114;19.02.2020 21:54:02;E;Normaliza su servicio;00:04:00
2115;19.02.2020 21:30:10;E;Servicio con demora con destino a Plaza de los Virreyes;00:21:53
2116;19.02.2020 19:44:04;E;Normaliza su servicio;00:00:00
2117;19.02.2020 19:30:03;E;Servicio con demora debido a una causa técnica.;00:12:01
2118;19.02.2020 18:22:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;08:28:00
2119;19.02.2020 15:00:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito.;03:20:00
2120;19.02.2020 14:56:03;A;Ya realiza recorrido completo entre cabeceras.;00:02:01
2121;19.02.2020 14:36:02;A;Servicio limitado entre las estaciones San Pedrito y Piedras;00:18:04
2122;19.02.2020 09:52:04;H;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:01:58
2123;19.02.2020 09:26:02;H;Servicio interrumpido por medida de fuerza gremial;00:24:02
2124;19.02.2020 08:52:06;H;Servicio interrumpido;00:32:03
2125;19.02.2020 08:32:04;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;06:02:01
2126;19.02.2020 01:06:02;U;Servicio limitado entre las estaciones Gral. Lemos y Martín Coronado;06:44:02
2127;19.02.2020 00:38:05;U;Servicio interrumpido por arrollamiento de persona.;00:25:58
2128;18.02.2020 21:16:04;E;Ya circula con su frecuencia habitual;00:02:03
2129;18.02.2020 20:48:06;E;Servicio con demora;00:25:56
2130;18.02.2020 20:46:06;E;Ya realiza recorrido completo entre cabeceras.;00:00:00
2131;18.02.2020 20:42:06;C;Servicio interrumpido por medida de fuerza gremial;06:09:56
2132;18.02.2020 20:36:04;E;Servicio limitado entre las estaciones Correo Central y Plaza de los Virreyes;00:07:58
2133;18.02.2020 20:32:09;E;Servicio con demora debido a una causa técnica.;00:01:58
2134;18.02.2020 19:50:05;C;Servicio interrumpido;00:50:06
2135;18.02.2020 19:46:04;C;Servicio con demora;00:02:00
2136;18.02.2020 19:44:05;C;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
2137;18.02.2020 19:18:04;C;Servicio interrumpido;00:24:03
2138;18.02.2020 17:06:08;P;Ya realiza su recorrido completo entre cabeceras;00:01:54
2139;18.02.2020 16:22:05;P;Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.;00:42:01
2140;18.02.2020 13:24:04;C;Ya circula con su frecuencia habitual;00:00:00
2141;18.02.2020 12:56:02;C;Servicio con demora debido a una causa técnica.;00:25:59
2142;18.02.2020 12:52:01;C;Ya realiza recorrido completo entre cabeceras.;00:02:03
2143;18.02.2020 12:36:06;C;Servicio limitado: San Martín y Constitución y circula con demora por causa técnica.;00:13:56
2144;18.02.2020 12:28:01;C;Servicio limitado entre San Martín y Constitución;00:06:01
2145;18.02.2020 12:18:08;C;Servicio limitado entre San Martín y Constitución y circula con demora.;00:07:55
2146;18.02.2020 11:52:02;C;Servicio limitado entre San Martín y Constitución;00:24:00
2147;18.02.2020 11:48:07;C;Servicio con demora debido a una causa técnica.;00:01:55
2148;18.02.2020 10:24:02;C;Ya circula con su frecuencia habitual;00:01:59
2149;18.02.2020 10:08:07;C;Servicio con demora debido a una causa técnica.;00:13:55
2150;18.02.2020 10:06:07;C;Ya realiza recorrido completo entre cabeceras.;00:00:00
2151;18.02.2020 10:04:05;C;Servicio limitado entre las estaciones Retiro y San Juan;00:00:00
2152;18.02.2020 08:32:02;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:20:00
2153;17.02.2020 23:52:04;B;Ya circula con su frecuencia habitual;00:04:04
2154;17.02.2020 23:20:07;C;Los trenes ya se detienen en todas las estaciones;00:01:54
2155;17.02.2020 22:22:06;C;Los trenes no se detienen en la estación Lavalle y circula con demora.;00:55:57
2156;17.02.2020 22:12:04;C;Los trenes no se detienen en la estación Lavalle;00:08:05
2157;17.02.2020 22:04:07;B;Servicio con demora por factores climáticos.;01:46:00
2158;17.02.2020 21:08:04;C;Servicio con demora debido a una causa técnica.;01:01:59
2159;17.02.2020 20:46:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
2160;17.02.2020 20:14:04;P;Servicio interrumpido debido a factores climáticos;00:30:01
2161;17.02.2020 17:28:02;P;Ya realiza su recorrido completo entre cabeceras;00:02:03
2162;17.02.2020 16:20:04;P;Servicio limitado Int. Saguier y Gral. Savio por falta de custodia policial.;01:06:04
2163;17.02.2020 11:12:02;C;Ya circula con su frecuencia habitual;00:06:03
2164;17.02.2020 11:06:03;C;Ya circula con su frecuencia habitual;00:04:03
2165;17.02.2020 10:08:02;E;Normaliza su servicio;00:02:00
2166;17.02.2020 09:46:02;C;Servicio con demora;01:18:02
2167;17.02.2020 08:52:01;E;Servicio con demora;01:14:05
2168;17.02.2020 08:32:04;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:17:59
2169;16.02.2020 22:12:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:04
2170;16.02.2020 20:28:03;P;Servicio interrumpido por medida de fuerza gremial;01:41:59
2171;16.02.2020 18:42:06;C;Ya circula con su frecuencia habitual;00:05:55
2172;16.02.2020 18:16:07;C;Servicio con demora;00:23:57
2173;16.02.2020 11:02:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;14:44:04
2174;15.02.2020 22:16:06;B;Ya circula con su frecuencia habitual;00:01:56
2175;15.02.2020 21:52:06;B;Servicio con demora;00:21:55
2176;15.02.2020 21:48:03;B;Ya realiza recorrido completo entre cabeceras.;00:02:01
2177;15.02.2020 21:32:08;B;Servicio limitado entre las estaciones Juan Manuel de Rosas y Carlos Pellegrini;00:13:59
2178;15.02.2020 16:12:02;U;Ya circula con su frecuencia habitual.;00:02:02
2179;15.02.2020 14:54:05;U;Servicio con demora.;01:16:00
2180;15.02.2020 09:50:02;C;Ya circula con su frecuencia habitual;00:02:00
2181;15.02.2020 09:16:02;C;Servicio con demora;00:32:03
2182;15.02.2020 09:02:04;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;17:49:59
2183;14.02.2020 21:54:02;C;Servicio interrumpido por medida de fuerza gremial;04:58:03
2184;14.02.2020 21:30:08;C;Servicio con demora;00:21:56
2185;14.02.2020 20:54:14;C;Ya circula con su frecuencia habitual;00:00:00
2186;14.02.2020 20:32:07;C;Servicio con demora por procedimiento policial.;00:20:01
2187;14.02.2020 20:06:07;B;Ya circula con su frecuencia habitual;00:01:55
2188;14.02.2020 19:12:02;B;Servicio con demora;00:52:05
2189;14.02.2020 19:10:12;B;Ya realiza recorrido completo entre cabeceras.;00:00:00
2190;14.02.2020 18:50:05;B;Servicio limitado entre las estaciones Leandro N. Alem y Federico Lacroze;00:18:07
2191;14.02.2020 18:44:09;B;Servicio con demora por una formación detenida debido a una causa técnica.;00:03:53
2192;14.02.2020 18:44:09;C;Ya circula con su frecuencia habitual;00:01:53
2193;14.02.2020 15:46:05;C;Servicio con demora;02:55:59
2194;14.02.2020 15:18:08;C;Servicio con demora debido a una causa técnica.;00:25:54
2195;14.02.2020 13:36:02;D;Los trenes ya se detienen en todas las estaciones;00:02:00
2196;14.02.2020 13:30:11;D;Los trenes no se detienen en la estación Juramento;00:03:51
2197;14.02.2020 13:04:05;E;Normaliza su servicio;00:02:04
2198;14.02.2020 12:00:05;E;Servicio con demora debido a una causa técnica.;01:02:04
2199;14.02.2020 10:52:04;E;Normaliza su servicio;00:11:58
2200;14.02.2020 08:46:02;E;Servicio con demora;02:04:10
2201;14.02.2020 08:32:06;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:19:59
2202;13.02.2020 23:58:03;C;Ya circula con su frecuencia habitual;00:02:03
2203;13.02.2020 21:32:06;C;Servicio con demora debido a una causa técnica.;02:23:58
2204;13.02.2020 20:40:11;C;Ya circula con su frecuencia habitual;00:00:00
2205;13.02.2020 19:30:06;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:02:01
2206;13.02.2020 19:16:04;P;Servicio interrumpido por formación detenida debido a una causa técnica;00:12:04
2207;13.02.2020 19:12:02;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
2208;13.02.2020 19:04:05;P;Servicio interrumpido por formación detenida debido a una causa técnica;00:06:00
2209;13.02.2020 18:40:10;C;Servicio con demora debido a una causa técnica.;01:57:54
2210;13.02.2020 18:28:03;D;Ya realiza recorrido completo entre cabeceras.;00:02:00
2211;13.02.2020 18:26:07;C;Ya circula con su frecuencia habitual;00:00:00
2212;13.02.2020 18:20:09;D;Servicio limitado entre las estaciones Congreso de Tucumán y 9 de Julio;00:05:58
2213;13.02.2020 17:52:06;C;Servicio con demora debido a la atención médica a un usuario.;00:31:56
2214;13.02.2020 17:16:04;C;Ya circula con su frecuencia habitual;00:01:59
2215;13.02.2020 16:52:08;C;Servicio con demora;00:22:00
2216;13.02.2020 16:50:05;E;Normaliza su servicio;00:04:00
2217;13.02.2020 16:00:08;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:47:58
2218;13.02.2020 15:30:09;C;Ya realiza recorrido completo entre cabeceras.;00:03:57
2219;13.02.2020 15:16:03;B;Ya circula con su frecuencia habitual;00:02:02
2220;13.02.2020 15:16:03;C;Servicio con demora debido a una causa técnica.;00:12:03
2221;13.02.2020 14:26:04;B;Servicio con demora debido a una causa técnica.;00:48:01
2222;13.02.2020 10:12:02;E;Normaliza su servicio;00:00:00
2223;13.02.2020 09:48:02;E;Servicio con demora debido a una causa técnica.;00:22:06
2224;13.02.2020 09:06:05;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:40:03
2225;13.02.2020 08:32:04;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;18:17:58
2226;12.02.2020 23:44:06;C;Ya circula con su frecuencia habitual;00:00:00
2227;12.02.2020 23:42:09;E;Normaliza su servicio;00:01:57
2228;12.02.2020 22:44:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;04:10:06
2229;12.02.2020 22:42:07;A;Los trenes ya se detienen en todas las estaciones;00:00:00
2230;12.02.2020 22:30:07;A;Los trenes no se detienen en Congreso por operativo de seguridad en la vía pública;00:09:55
2231;12.02.2020 22:16:04;C;Con demora por mayor afluencia de usuarios debido a una manifestación en la vía pública;01:26:05
2232;12.02.2020 22:14:04;A;Los trenes no se detienen en la estación Congreso;00:13:58
2233;12.02.2020 20:48:05;C;Ya circula con su frecuencia habitual;00:03:57
2234;12.02.2020 20:44:05;E;Con demora por mayor afluencia de usuarios debido a una manifestación en la vía pública;02:56:02
2235;12.02.2020 19:42:06;P;Reanuda su servicio y realiza el recorrido completo entre cabeceras;00:00:00
2236;12.02.2020 19:20:04;P;Servicio interrumpido por formación detenida debido a una causa técnica;00:19:58
2237;12.02.2020 18:56:05;C;Con demora por mayor afluencia de usuarios debido a una manifestación en la vía pública;01:49:59
2238;12.02.2020 13:52:02;E;Normaliza su servicio;00:02:00
2239;12.02.2020 13:24:06;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:25:56
2240;12.02.2020 12:06:04;E;Normaliza su servicio;00:02:03
2241;12.02.2020 08:32:03;A;Por obras en Plaza de Mayo: Presta servicio entre Perú y San Pedrito;13:40:01
2242;12.02.2020 08:32:03;E;Servicio con demora;03:32:03
2243;11.02.2020 21:56:05;E;Ya circula con su frecuencia habitual.;00:07:58
2244;11.02.2020 21:42:08;P;Ya realiza su recorrido completo entre cabeceras;00:00:00
2245;11.02.2020 21:00:03;P;Servicio limitado entre las estaciones Intendente Saguier y Centro Cívico;00:40:01
2246;11.02.2020 20:10:09;E;Servicio con demora;01:43:55
2247;11.02.2020 20:06:05;E;Ya realiza recorrido completo entre cabeceras.;00:02:00
2248;11.02.2020 18:56:02;E;Servicio limitado entre las estaciones Retiro y Avenida La Plata;01:08:03
2249;11.02.2020 18:50:10;E;Servicio con demora por una formación detenida debido a una causa técnica.;00:03:52
2250;11.02.2020 16:48:05;E;Normaliza su servicio;00:05:58
2251;11.02.2020 15:10:14;E;Servicio con demora;01:35:50
